unnamed_0,deal_num,pre_rev_mul_ly,pre_ebitda_mul_ly,pre_ebit_mul_ly,pre_pbt_mul_ly,pre_pat_mul_ly,pre_np_mul_ly,pre_ta_mul_ly,pre_na_mul_ly,pre_cl_mul_ly,pre_eq_mul_ly,pre_cap_mul_ly,post_rev_mul_fy,post_ebitda_mul_fy,post_ebit_mul_fy,post_pbt_mul_fy,post_pat_mul_fy,post_np_mul_fy,post_ta_mul_fy,post_na_mul_fy,post_cl_mul_fy,post_eq_mul_fy,post_cap_mul_fy
2426.0,1941188255.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2427.0,2007012782.0,41.3,-,48.17,n.s.,n.s.,-,0.21,-,0.22,4.74,-,37088.31,-,n.s.,n.s.,n.s.,-,0.2,-,0.47,15.42,-
2428.0,2007339276.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2429.0,1941654225.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2430.0,1943139551.0,1.6,-,-,7.14,-,-,1.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2431.0,1943313980.0,1.55,-,-,86.96,-,-,1.59,-,-,2.71,-,-,-,-,-,-,-,-,-,-,-,-
2432.0,2007866360.0,0.47,-,-,1.19,1.46,-,0.64,-,0.93,2.35,-,-,-,-,-,-,-,-,-,-,-,-
2433.0,521974.0,-,-,-,-,-,-,-,-,-,-,-,8,29.43,30.83,32.79,33.04,-,4.01,-,25.92,5.91,-
2434.0,1909452437.0,0.31,15.97,78.22,14.15,16.57,-,0.58,-,2.18,0.86,-,0.32,6.63,7.01,6.86,6.12,-,0.63,-,1.82,1.06,-
2435.0,2007576898.0,0.19,n.s.,n.s.,10.01,11.61,-,2,-,3.75,6.5,-,-,-,-,-,-,-,-,-,-,-,-
2436.0,1907002705.0,21.93,-,-,26.81,27.89,-,1.67,-,68.77,1.97,7.28,28.2,-,-,126.11,133.13,-,1.59,-,77.78,1.94,7.28
2437.0,1603040284.0,0.35,6.17,6.36,6.25,9.27,-,0.23,-,0.54,0.48,-,0.6,-,n.s.,n.s.,n.s.,-,0.23,-,0.55,0.49,-
2438.0,2007524089.0,15.86,n.s.,n.s.,n.s.,n.s.,-,1.28,-,306.74,1.28,-,-,-,-,-,-,-,-,-,-,-,-
2439.0,1943102660.0,0.42,14.8,16.04,16.32,16.75,-,1.09,-,3.09,2.64,-,-,-,-,-,-,-,-,-,-,-,-
2440.0,1601464845.0,26.72,-,n.s.,n.s.,n.s.,-,1.03,-,146.03,1.04,-,22.31,-,129.13,n.s.,n.s.,-,0.67,-,1.1,1.69,-
2441.0,1909160873.0,3.72,-,33.06,69.95,71.62,-,0.68,-,4.15,0.81,-,4.18,-,214.86,n.s.,n.s.,-,0.7,-,5.81,0.82,-
2442.0,1907171618.0,0.04,-,-,-,-,-,-,-,-,-,-,0.04,-,-,-,-,-,-,-,-,-,-
2443.0,1943344576.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2444.0,1909255049.0,0.7,8.55,12.45,11.06,15.28,-,1.88,-,3.3,6.36,-,0.72,11.71,20.62,18.4,26.6,-,2.01,-,4.5,5.13,-
2445.0,1601493331.0,25.57,-,30,36.3,36.3,-,34.19,-,245,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
2446.0,2007160635.0,0.06,-,-,-,-,-,-,-,-,-,-,0.06,-,-,-,-,-,-,-,-,-,-
2447.0,1941129736.0,0.25,n.s.,n.s.,n.s.,n.s.,-,0.39,-,1.21,1.43,-,0.31,n.s.,n.s.,n.s.,n.s.,-,0.46,-,1.42,2.2,-
2448.0,2007134911.0,0.79,8.81,10.03,10.03,13.03,-,0.72,-,3.8,1.05,-,0.66,5.53,6.2,6.2,8.45,-,0.61,-,2.42,0.93,-
2449.0,1943228251.0,0.35,-,-,5.89,7.86,-,0.63,-,-,1.16,-,-,-,-,-,-,-,-,-,-,-,-
2450.0,435740.0,-,-,-,-,-,-,-,-,-,-,-,0.01,-,-,n.s.,n.s.,-,0.05,-,0.06,0.22,-
2451.0,2007898585.0,7.11,-,35.15,-,-,-,3.22,-,33.42,5.29,1.22,-,-,-,-,-,-,-,-,-,-,-
2452.0,1909180415.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2453.0,1909102789.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2454.0,580185.0,-,-,-,-,-,-,-,-,-,-,1.49,1721.53,n.s.,n.s.,n.s.,n.s.,-,1.58,-,974.54,1.74,-
2455.0,93492.0,0.09,n.s.,n.s.,n.s.,n.s.,n.s.,0.26,0.57,0.47,0.57,-,-,-,-,-,-,-,-,-,-,-,-
2456.0,1943331455.0,0.09,-,2.03,n.s.,n.s.,-,0.11,-,1.32,0.12,-,0.06,-,1.15,n.s.,n.s.,-,0.1,-,0.73,0.12,-
2457.0,2007277644.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2458.0,1907162327.0,0.48,-,-,26.64,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2459.0,2007512489.0,0.43,-,-,n.s.,n.s.,-,0.15,-,-,1.5,-,-,-,-,-,-,-,-,-,-,-,-
2460.0,1909608569.0,1.25,-,n.s.,-,-,-,-,-,-,-,-,1.5,-,n.s.,-,-,-,-,-,-,-,-
2461.0,2007240137.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2462.0,1601490089.0,9.82,-,n.s.,2.4,2.91,-,0.58,-,11.45,0.7,-,14.87,157.36,166.22,n.s.,n.s.,-,1.02,-,15.43,1.15,-
2463.0,1941581617.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2464.0,1601204788.0,1.05,11.8,25.11,39.5,391.95,-,0.7,-,0.81,45.74,-,0.85,9.17,16.16,28.04,425.29,-,0.63,-,0.67,41.3,-
2465.0,1647005817.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2466.0,1907000465.0,-,-,-,-,-,-,-,-,-,-,-,2.59,17.2,21.99,21.99,n.s.,-,0.51,-,2.23,0.73,-
2467.0,1941345082.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2468.0,1941149247.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2469.0,1633096962.0,-,-,-,-,-,-,-,-,-,-,-,1.5,-,9.14,8.67,9.03,-,0.33,-,0.76,0.64,0.42
2470.0,2007765360.0,0.4,5.68,5.68,5.59,8.38,-,0.96,-,3.17,2.18,-,-,-,-,-,-,-,-,-,-,-,-
2471.0,2007130254.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2472.0,1941431898.0,0.71,-,n.s.,n.s.,n.s.,-,0.44,-,0.89,0.87,-,-,-,-,-,-,-,-,-,-,-,-
2473.0,1909018560.0,19.03,n.s.,n.s.,n.s.,n.s.,-,0.22,-,4.84,n.s.,-,582.4,n.s.,n.s.,n.s.,n.s.,-,0.19,-,4.05,2.56,-
2474.0,1907093288.0,0.37,-,7.39,6.6,10.85,-,0.5,-,0.67,2.79,-,0.57,-,3.73,2.48,4.08,-,0.53,-,0.88,1.63,-
2475.0,241640.0,0.08,-,n.s.,n.s.,n.s.,-,0.1,-,-,0.25,-,-,-,-,-,-,-,-,-,-,-,-
2476.0,2007610380.0,2.93,-,-,n.s.,-,-,1.95,-,-,5.57,-,-,-,-,-,-,-,-,-,-,-,-
2477.0,1943242309.0,1.59,-,8.27,8.35,8.88,-,6.26,-,n.s.,13.05,-,1.04,-,-,n.s.,n.s.,-,1.81,-,-,1.28,-
2478.0,2007135838.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2479.0,1943077143.0,0.84,1.19,1.35,1.35,2.2,-,0.43,-,0.74,1.07,-,0.46,0.95,1.1,1.1,1.54,-,0.26,-,0.54,0.59,-
2480.0,1943323743.0,2.18,n.s.,n.s.,n.s.,n.s.,-,0.32,-,0.84,0.6,-,1.08,n.s.,n.s.,n.s.,n.s.,-,0.27,-,1.97,1.77,-
2481.0,1601209858.0,0.49,n.s.,n.s.,n.s.,n.s.,-,1.76,-,4.36,2.94,-,0.51,n.s.,n.s.,n.s.,n.s.,-,1.49,-,2.65,7.66,-
2482.0,1943009964.0,-,-,-,-,-,-,-,-,-,-,-,0.39,n.s.,n.s.,n.s.,n.s.,-,0.05,-,0.05,n.s.,-
2483.0,2007058301.0,2.07,-,-,7.45,-,-,0.14,-,-,0.62,-,1.36,-,-,3.79,-,-,0.15,-,-,0.45,-
2484.0,1941099259.0,0.52,75.76,141.13,15.81,19.19,-,1.54,-,2.47,4.12,-,0.45,2916.67,n.s.,n.s.,n.s.,-,1.66,-,2.35,5.61,-
2485.0,1943208100.0,0.05,-,-,n.s.,n.s.,-,0.08,-,-,0.3,-,0.04,-,-,n.s.,n.s.,-,0.07,-,-,0.38,-
2486.0,1943151087.0,0.36,3.34,3.96,3.96,4.92,-,0.8,-,2.58,1.17,-,0.36,2.14,6.05,6.05,8.74,-,0.85,-,2.13,1.42,-
2487.0,1943261136.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2488.0,2007216928.0,0.01,-,n.s.,n.s.,n.s.,-,0.01,-,0.07,0.02,0.01,-,-,-,-,-,-,-,-,-,-,-
2489.0,1601257262.0,0.32,-,n.s.,n.s.,n.s.,-,0.71,-,2.71,1.03,-,0.24,27.91,n.s.,n.s.,n.s.,-,0.51,-,1.09,1.05,-
2490.0,108311.0,0.4,n.s.,n.s.,n.s.,n.s.,-,0.16,-,0.6,0.42,-,0.29,-,-,-,-,-,0.16,-,0.61,0.54,-
2491.0,1943098605.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2492.0,1941481513.0,0.54,-,-,2.53,-,-,0.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2493.0,1601040687.0,0.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2494.0,1943045828.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2495.0,1909168125.0,0.56,5.3,7.22,10.15,15.31,-,0.89,-,1.59,3.28,-,0.56,6.22,10.28,18.81,24.25,-,0.96,-,1.25,10.07,-
2496.0,2007320693.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2497.0,1601137401.0,7.6,n.s.,n.s.,n.s.,n.s.,-,2,-,5.14,4.07,-,-,-,-,-,-,-,-,-,-,-,-
2498.0,1943029106.0,4.49,n.s.,n.s.,n.s.,n.s.,n.s.,1.28,1.73,5.34,1.73,-,1.16,n.s.,n.s.,n.s.,n.s.,n.s.,0.2,-,0.43,1.05,0.52
2499.0,1601062273.0,1.25,7.28,7.82,7.82,14.38,-,2.37,-,4.89,9.27,-,-,-,-,-,-,-,-,-,-,-,-
2500.0,1943131996.0,2.18,-,n.s.,n.s.,n.s.,-,4.62,-,4.34,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
2501.0,261721.0,0.09,n.s.,n.s.,n.s.,n.s.,-,0.37,-,1.1,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
2502.0,2007199238.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2503.0,1907092754.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2504.0,2007668099.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,-,-,-,-,-,-
2505.0,2007072844.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2506.0,1601114085.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2507.0,2007042529.0,0.43,-,0.98,57.72,n.s.,-,0.02,-,0.03,0.81,-,-,-,-,-,-,-,-,-,-,-,-
2508.0,1909610146.0,0.75,20.81,209.58,n.s.,n.s.,-,0.87,-,1.28,8.13,-,-,-,-,-,-,-,-,-,-,-,-
2509.0,1601284507.0,0.94,n.s.,n.s.,n.s.,n.s.,-,0.91,-,2.6,1.4,-,-,-,-,-,-,-,-,-,-,-,-
2510.0,2007114755.0,1.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,1.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2511.0,1907220887.0,2.37,-,n.s.,n.s.,n.s.,-,2.69,-,72.41,0.97,-,3.27,-,-,44.03,44.03,-,0.97,-,-,0.98,-
2512.0,1943255082.0,2.28,8.17,27.98,n.s.,n.s.,n.s.,0.09,0.2,0.43,0.2,0.97,0.88,9.26,n.s.,n.s.,n.s.,n.s.,0.08,-,0.68,0.19,1.37
2513.0,2007280965.0,12.29,-,-,n.s.,-,-,0.69,-,-,0.91,-,-,-,-,-,-,-,-,-,-,-,-
2514.0,1943005319.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2515.0,2007097260.0,1.13,10.42,11.04,11.16,11.37,-,2.56,-,26.42,3.93,-,-,-,-,-,-,-,-,-,-,-,-
2516.0,1943308137.0,0.32,-,-,8.42,9.19,-,0.47,-,-,0.98,-,0.31,-,-,7.51,8.49,-,0.45,-,-,0.88,-
2517.0,409740.0,1.74,16.82,62.69,188.69,291.54,-,1.21,-,2.28,11.78,-,-,-,-,-,-,-,-,-,-,-,-
2518.0,1909604693.0,0.6,21.47,21.47,31.55,n.s.,-,0.64,-,0.89,2.9,-,0.75,34.5,34.5,n.s.,646.84,-,0.63,-,0.86,2.86,-
2519.0,1633061989.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2520.0,1601044967.0,4.82,-,7.7,7.74,8.61,-,10.19,-,50.54,12.76,-,4.15,11.87,12.06,11,11,-,7.45,-,22.33,11.17,-
2521.0,1941235277.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2522.0,76145.0,0.88,31.72,n.s.,n.s.,-,-,1.03,-,1.64,10.39,-,0.48,2.24,8.04,20.85,-,-,0.72,-,3.36,6.94,-
2523.0,2007449079.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2524.0,1907246147.0,0.5,n.s.,n.s.,n.s.,n.s.,-,0.58,-,1.49,0.99,-,0.41,n.s.,n.s.,n.s.,n.s.,-,0.6,-,1.51,1.07,-
2525.0,1943062287.0,0.2,21.14,26.75,26.75,34.7,-,1.35,-,1.51,18.22,-,0.08,5.47,5.84,5.84,7.78,-,1.62,-,6.45,2.23,-
2526.0,2007266762.0,1.06,-,-,4.95,-,-,1.4,-,-,2.17,-,-,-,-,-,-,-,-,-,-,-,-
2527.0,94448.0,0.79,-,n.s.,n.s.,n.s.,-,1.51,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
2528.0,304042.0,-,-,-,-,-,-,-,-,-,-,-,n.s.,-,-,-,-,-,0.05,-,0.3,0.05,0.02
2529.0,2007447732.0,1.47,-,n.s.,n.s.,n.s.,-,0.45,-,3.75,0.52,-,-,-,-,-,-,-,-,-,-,-,-
2530.0,1907138646.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2531.0,1943037473.0,1.04,4.68,8.39,8.08,13.23,-,0.69,-,5.61,0.91,-,0.86,3.61,5.35,4.99,7.54,-,0.61,-,3.82,0.82,-
2532.0,1941412007.0,0.12,-,-,0.98,1.09,-,0.19,-,-,0.47,-,0.16,-,-,3.36,3.49,-,0.18,-,-,0.41,-
2533.0,1909161222.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2534.0,1941130003.0,2.73,-,n.s.,n.s.,n.s.,-,3.45,-,9.38,9.87,-,2.85,-,n.s.,n.s.,n.s.,-,3.43,-,5.93,16.97,1.25
2535.0,1941543339.0,12.33,-,30.3,28.1,28.1,-,0.22,-,0.11,n.s.,-,29.68,180.63,n.s.,n.s.,n.s.,-,0.97,-,32.84,1,-
2536.0,2007826750.0,17.5,n.s.,n.s.,n.s.,n.s.,-,3.53,-,84.1,6.1,-,-,-,-,-,-,-,-,-,-,-,-
2537.0,1941609500.0,1.32,8.06,10.83,10.46,13.74,-,0.68,-,4.92,0.81,-,0.84,3.56,4.72,4.61,6.22,-,0.58,-,3.49,0.72,-
2538.0,288852.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2539.0,2007098996.0,5.45,-,-,n.s.,-,-,2.02,-,-,2.16,-,-,-,-,-,-,-,-,-,-,-,-
2540.0,1909104043.0,0.32,15.82,n.s.,n.s.,n.s.,n.s.,0.37,0.48,1.58,0.48,-,1.68,n.s.,n.s.,n.s.,n.s.,n.s.,2.16,-,113.01,3.58,-
2541.0,1633110255.0,0.28,4.03,4.03,4.89,6.33,6.33,0.42,0.88,1.09,0.88,0.77,0.27,5.64,5.65,7.88,9.72,9.72,0.41,-,1.14,0.85,1.06
2542.0,1909051542.0,n.s.,-,n.s.,n.s.,n.s.,-,0.6,-,2.72,1.12,-,n.s.,-,n.s.,n.s.,n.s.,-,0.68,-,12.2,1.01,-
2543.0,1909223888.0,0.03,n.s.,n.s.,n.s.,n.s.,-,0.19,-,0.21,8.44,-,0.03,n.s.,n.s.,n.s.,n.s.,-,0.21,-,0.23,3.22,-
2544.0,1907212132.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2545.0,1943015871.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2546.0,1943335088.0,0.59,-,n.s.,n.s.,n.s.,-,0.8,-,1.22,2.78,-,0.47,-,n.s.,n.s.,n.s.,-,0.58,-,2.49,4.41,-
2547.0,2007082111.0,1.81,6.79,9.3,13.54,21.51,-,2.77,-,4.64,7.68,-,-,-,-,-,-,-,-,-,-,-,-
2548.0,1601489805.0,0.82,-,10.54,11.53,15.54,-,0.93,-,15.28,1.04,-,0.9,-,15.52,18.83,25.73,-,0.97,-,33.08,1,-
2549.0,1601355363.0,0.09,11.34,n.s.,n.s.,n.s.,-,0.27,-,0.46,57.34,-,-,-,-,-,-,-,-,-,-,-,-
2550.0,1907201695.0,0.5,-,n.s.,n.s.,n.s.,-,0.73,-,2.08,2.12,-,0.53,-,n.s.,n.s.,n.s.,-,0.87,-,2.53,2.14,-
2551.0,1907133671.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2552.0,1909614185.0,1.89,31.1,48.17,17.76,17.48,-,0.91,-,6.62,1.06,-,1.32,36.09,64.68,20.25,19.88,-,0.69,-,2.15,1.02,-
2553.0,2007300467.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2554.0,1907091890.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2555.0,1941475403.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2556.0,132695.0,0.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2557.0,1909463841.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2558.0,1907233533.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2559.0,2007094033.0,1.78,n.s.,n.s.,n.s.,n.s.,-,5.67,-,5.44,n.s.,-,1.92,n.s.,n.s.,n.s.,n.s.,-,3.07,-,2.44,n.s.,-
2560.0,1907217631.0,0.13,-,1.04,1.11,1.11,-,0.23,-,0.37,0.74,-,0.16,-,n.s.,n.s.,n.s.,-,0.34,-,0.54,1.58,-
2561.0,2007568556.0,4.99,-,-,n.s.,-,-,1.37,-,-,2.52,-,-,-,-,-,-,-,-,-,-,-,-
2562.0,1907132963.0,0.4,5.13,5.41,5.78,7.46,-,0.42,-,0.78,0.9,-,0.33,5.12,5.51,5.94,7.34,-,0.35,-,0.59,0.87,-
2563.0,2007445144.0,11.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2564.0,2007181660.0,0.62,6.55,12.78,4.68,4.82,-,0.59,-,1.46,1.78,1.54,0.75,n.s.,n.s.,14.11,14.64,-,0.7,-,2.59,1.5,1.14
2565.0,1907117278.0,2.29,-,-,-,-,-,-,-,-,-,-,2.41,-,-,-,-,-,-,-,-,-,-
2566.0,1907219680.0,0.23,2.08,2.32,2.73,3.64,-,0.33,-,0.57,0.86,-,0.22,3.82,5.55,4.26,5.68,-,0.33,-,0.61,0.75,-
2567.0,1601266221.0,-,-,-,-,-,-,-,-,-,-,-,0.99,n.s.,n.s.,n.s.,n.s.,-,3.61,-,2.26,n.s.,-
2568.0,1941025678.0,0.55,-,5.14,7.56,7.56,-,0.19,-,0.16,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
2569.0,1941421879.0,0.67,-,-,-,-,-,-,-,-,-,-,1.18,-,-,-,-,-,-,-,-,-,-
2570.0,1943284884.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2571.0,1909499380.0,776.9,n.s.,n.s.,n.s.,n.s.,-,4.38,-,2537.96,5.43,-,521.73,n.s.,n.s.,n.s.,n.s.,-,4.54,-,2440.93,5.43,-
2572.0,1603055944.0,2.22,6.43,17.15,129.39,n.s.,-,1.35,-,1.46,20.45,-,-,-,-,-,-,-,-,-,-,-,-
2573.0,1943213335.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2574.0,1601165289.0,3.26,-,n.s.,n.s.,n.s.,-,4.38,-,4.81,n.s.,-,3.23,-,n.s.,n.s.,n.s.,-,4.04,-,15.01,n.s.,-
,,3.26,-,n.s.,n.s.,n.s.,-,4.38,-,4.81,n.s.,-,3.23,-,n.s.,n.s.,n.s.,-,4.04,-,15.01,n.s.,-
2575.0,1941515091.0,1.37,18.51,25.02,26.58,45.89,-,2.26,-,3.71,8.28,-,1.3,47.91,157.37,184.82,311.83,-,2.5,-,4.33,7.78,-
2576.0,82862.0,1.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2577.0,1943095907.0,0.33,-,-,-,-,-,0.23,-,n.s.,n.s.,-,0.2,-,-,n.s.,n.s.,-,0.21,-,-,4.07,-
2578.0,1943142008.0,2.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2579.0,1941645003.0,0.6,n.s.,n.s.,n.s.,n.s.,-,0.31,-,4.29,0.36,0.97,0.58,108.41,n.s.,n.s.,n.s.,-,0.29,-,2.19,0.35,1.41
2580.0,1907170747.0,745.34,-,n.s.,n.s.,n.s.,-,1.1,-,6.81,1.31,-,167.13,-,n.s.,n.s.,n.s.,-,0.34,-,0.43,1.58,-
2581.0,1943119826.0,1.67,n.s.,n.s.,n.s.,n.s.,-,2.34,-,11.54,3.37,-,-,-,-,-,-,-,-,-,-,-,-
2582.0,1601108496.0,1.07,4.95,8.9,83.59,154.09,-,0.39,-,1.16,5.82,-,-,-,-,-,-,-,-,-,-,-,-
2583.0,367308.0,0.35,4.21,n.s.,n.s.,n.s.,-,0.42,-,0.78,2.23,-,0.31,3.87,52.33,n.s.,n.s.,-,0.33,-,0.74,1.67,-
2584.0,613059.0,0.52,-,-,-,9.68,-,0.82,-,2,1.43,-,-,-,-,-,-,-,-,-,-,-,-
2585.0,1943169818.0,0.54,-,6.76,6.76,8.3,-,0.71,-,1.93,1.42,-,0.53,-,8.01,8.01,12.82,-,0.73,-,2.15,1.37,-
2586.0,336245.0,0.1,-,-,5.37,8.31,-,0.27,-,0.34,1.42,-,0.11,-,-,7.42,6.02,-,0.21,-,0.3,0.69,-
2587.0,1633019970.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2588.0,1909650382.0,11.35,-,2234.34,n.s.,n.s.,-,1.87,-,4.38,5.06,-,7.78,-,-,n.s.,n.s.,-,1.1,-,-,n.s.,-
2589.0,1943130336.0,1.49,-,18.21,20.51,21.76,-,2.7,-,6.33,4.7,-,1.18,-,-,n.s.,n.s.,-,0.78,-,-,2.24,-
2590.0,1601466319.0,0.3,-,3.08,3.86,4.12,-,0.6,-,2.14,1.21,-,0.23,-,2.83,3.67,3.87,-,0.49,-,1.43,1.16,-
2591.0,1943207465.0,-,-,-,-,-,-,-,-,-,-,-,0.72,3.88,5.63,5.63,6.91,-,0.54,-,1.81,0.79,0.49
2592.0,1907073040.0,0.71,8.69,8.69,20.47,53.43,-,0.51,-,0.51,n.s.,-,1.44,7.22,7.23,6.09,7.67,-,0.58,-,0.6,21.29,-
2593.0,1943062946.0,0.64,14.72,18,20.22,34.63,30.89,0.11,1.12,0.16,1.12,0.79,0.48,5.48,5.92,6.1,8.05,8.49,0.08,-,0.11,0.95,0.9
2594.0,2007410591.0,0.37,129.63,129.63,5.94,7.26,-,0.54,-,1.07,2.16,-,0.5,n.s.,n.s.,20.11,15.72,-,0.81,-,1.35,1.99,-
2595.0,2007099031.0,14.13,-,-,18.24,-,-,20.92,-,-,24.32,-,-,-,-,-,-,-,-,-,-,-,-
2596.0,1941308036.0,9.74,-,4.61,17.71,17.71,-,0.4,-,0.34,n.s.,-,1.04,-,-,n.s.,n.s.,-,0.29,-,-,n.s.,-
2597.0,482276.0,0.06,n.s.,n.s.,n.s.,n.s.,-,0.12,-,0.11,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
2598.0,1943227562.0,0.21,-,-,-,-,-,-,-,-,-,-,0.19,-,-,-,-,-,-,-,-,-,-
2599.0,1907053542.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2600.0,1943004760.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2601.0,1601276158.0,1.05,332.7,5489.5,499.05,998.09,-,2.49,-,5.94,4.29,-,-,-,-,-,-,-,-,-,-,-,-
2602.0,1601200177.0,1.37,n.s.,n.s.,n.s.,n.s.,-,0.42,-,0.3,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
2603.0,1907074842.0,-,-,-,-,-,-,-,-,-,-,-,0.72,1.68,2.09,2.09,3.39,-,0.32,-,3.08,0.38,-
2604.0,2007349896.0,0.6,-,-,n.s.,n.s.,-,0.4,-,0.73,0.9,-,-,-,-,-,-,-,-,-,-,-,-
2605.0,1941524745.0,1.93,10.72,11.41,12.63,16.98,-,2.23,-,9.69,3.73,2.16,-,-,-,-,-,-,-,-,-,-,-
2606.0,1907172188.0,4343.58,-,n.s.,149.53,176.81,-,2.15,-,4.2,4.65,-,-,-,-,-,-,-,-,-,-,-,-
2607.0,2007568733.0,2.43,-,-,n.s.,-,-,1.36,-,-,4.08,-,-,-,-,-,-,-,-,-,-,-,-
