unnamed_0,deal_num,pre_rev_mul_ly,pre_ebitda_mul_ly,pre_ebit_mul_ly,pre_pbt_mul_ly,pre_pat_mul_ly,pre_np_mul_ly,pre_ta_mul_ly,pre_na_mul_ly,pre_cl_mul_ly,pre_eq_mul_ly,pre_cap_mul_ly,post_rev_mul_fy,post_ebitda_mul_fy,post_ebit_mul_fy,post_pbt_mul_fy,post_pat_mul_fy,post_np_mul_fy,post_ta_mul_fy,post_na_mul_fy,post_cl_mul_fy,post_eq_mul_fy,post_cap_mul_fy
2608.0,1907202023.0,0.35,3.31,3.31,3.35,5.22,-,0.14,-,0.28,0.61,-,0.22,3.37,3.37,3.2,5,-,0.2,-,0.47,0.56,-
2609.0,1941468422.0,0.35,4.88,8.27,9.47,11.88,-,1.09,-,2.55,2.3,-,0.28,3.91,4.99,5.34,6.67,-,0.71,-,1.48,1.71,-
2610.0,1907002619.0,2.15,-,-,7.26,8.46,-,1.03,1.44,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2611.0,166041.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2612.0,1943189113.0,2.1,-,-,4.44,4.88,-,0.29,-,n.s.,0.59,-,1.61,-,-,5,3.94,-,0.27,-,-,0.51,-
2613.0,1941202392.0,0.06,-,-,-,-,-,0.2,-,n.s.,n.s.,-,0.04,-,-,3.08,4.11,-,0.16,-,-,0.81,-
2614.0,2007085848.0,0.7,-,1.62,1.61,2.24,-,1.06,-,2.32,2.14,-,-,-,-,-,-,-,-,-,-,-,-
2615.0,2007664032.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2616.0,1943099510.0,1.46,n.s.,n.s.,n.s.,n.s.,-,0.55,-,1.78,1.16,1.24,0.98,7.69,10.13,26.52,64.61,-,0.55,-,2.24,1.18,2.7
2617.0,1601060578.0,1.2,10.66,13.32,35.16,44.99,-,1.24,-,2.81,5.51,-,-,-,-,-,-,-,-,-,-,-,-
2618.0,2007026064.0,10.05,n.s.,n.s.,n.s.,n.s.,-,22.92,-,305.4,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
2619.0,1601121881.0,0.22,2.71,6.32,n.s.,n.s.,-,0.23,-,0.3,3.73,-,0.36,n.s.,n.s.,n.s.,n.s.,-,0.22,-,0.48,1.82,-
2620.0,1941319286.0,4.53,-,-,n.s.,-,-,1.01,-,-,-,-,9.48,-,-,45.63,45.63,-,0.86,-,-,1.04,-
2621.0,1633066895.0,0.69,14.96,29.23,n.s.,n.s.,-,0.51,-,1.46,2.62,-,1.06,22.88,89.24,n.s.,46.15,-,0.4,-,1.3,1.16,-
2622.0,2007042824.0,5.92,7.74,8.56,8.38,8.5,-,0.53,-,184.05,0.54,-,5.79,7.29,9.4,8.19,8.31,-,0.53,-,183.88,0.54,-
2623.0,1907115547.0,-,-,-,-,-,-,-,-,-,-,-,6.67,-,181.02,n.s.,n.s.,-,0.99,-,2.65,2.15,1.41
2624.0,410616.0,0.17,3.9,5.07,8.42,155.33,-,0.18,-,0.2,4.68,-,0.16,3.57,4.93,7.63,117.88,-,0.18,-,0.21,3.63,-
2625.0,1943018491.0,0.24,1.91,2.07,2.07,2.7,-,0.47,-,0.91,1,-,0.21,1.62,1.72,1.72,2.2,-,0.33,-,0.68,0.69,-
2626.0,1943266382.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2627.0,2007704905.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2628.0,1943347147.0,-,-,-,-,-,-,0.06,-,0.12,0.2,0.58,-,-,-,-,-,-,0.07,-,0.12,0.2,1.02
2629.0,1943225938.0,0.28,6.31,7.06,7.06,8.24,-,0.38,-,0.63,1.02,-,0.29,6.51,7.09,7.09,8.93,-,0.32,-,0.58,0.83,-
2630.0,1907113497.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2631.0,64841.0,37.83,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2632.0,1943015950.0,0.25,2.63,2.63,2.61,2.61,-,0.46,-,2.46,0.57,-,0.26,-,-,-,-,-,-,-,-,-,-
2633.0,601988.0,0.32,n.s.,n.s.,n.s.,n.s.,-,0.77,-,0.22,n.s.,-,-,-,-,-,-,-,109.89,-,-,-,-
2634.0,152431.0,-,-,-,-,-,-,-,-,-,-,-,0.85,10.32,13.47,12.7,18.02,-,16.12,-,n.s.,16.12,-
2635.0,1907109025.0,2.87,-,-,84.52,-,-,4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2636.0,1603000538.0,1.36,-,7.54,7.55,10.55,-,0.64,-,13.24,0.68,-,-,-,-,-,-,-,-,-,-,-,-
2637.0,1907120960.0,0.27,-,-,n.s.,-,-,0.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2638.0,1909084129.0,0.53,-,6.4,6.49,7.87,-,0.25,-,0.31,1.39,-,0.27,-,n.s.,n.s.,n.s.,-,0.16,-,0.18,1.52,-
2639.0,498722.0,1.04,-,10.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2640.0,1943328923.0,0.88,-,-,1.87,-,-,0.88,-,-,0.96,-,-,-,-,-,-,-,-,-,-,-,-
2641.0,1601245423.0,0.88,16.26,24.65,61.63,81.24,-,0.79,-,2.2,3.18,-,-,-,-,-,-,-,-,-,-,-,-
2642.0,1943310705.0,-,-,n.s.,n.s.,n.s.,-,-,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,n.s.,n.s.,n.s.,-,-,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,n.s.,n.s.,n.s.,-,-,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
2643.0,1943231441.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2644.0,1943186100.0,5.71,-,5.74,5.74,5.74,-,0.76,-,2404.69,0.76,-,-,-,-,-,-,-,-,-,-,-,-
2645.0,1943334208.0,105.94,-,122.22,122.22,122.22,-,1.09,-,1692.31,1.09,-,1.16,-,n.s.,n.s.,n.s.,-,0.09,-,0.72,0.11,-
2646.0,1941301453.0,1.64,-,-,14.4,-,-,0.63,-,-,-,-,2.18,-,-,n.s.,n.s.,-,0.75,-,-,0.95,-
2647.0,1909087603.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2648.0,1941731211.0,2.04,9.2,9.95,9.91,12.77,-,1.88,-,5.07,3.06,-,1.87,10.67,12.33,12.22,17.62,-,1.38,-,3.08,2.6,-
2649.0,104503.0,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2650.0,2007063738.0,0.71,11.1,12.6,12.6,16.58,-,1.19,-,1.89,3.23,-,0.62,13.43,15.71,15.71,20.62,-,1.02,-,1.62,2.79,-
2651.0,410545.0,-,-,-,-,-,-,-,-,-,-,-,0.25,2.44,3.43,19.23,29.11,-,0.25,-,0.39,0.85,0.54
2652.0,1943030934.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2653.0,2007487923.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2654.0,1943022511.0,0.28,-,1.53,1.53,2.75,-,0.38,-,1.31,0.65,-,-,-,-,-,-,-,-,-,-,-,-
2655.0,1601415526.0,0.19,n.s.,n.s.,n.s.,n.s.,-,0.23,-,0.37,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
2656.0,1633115249.0,0.12,1.72,2.47,2.47,2.47,-,0.28,-,0.36,1.37,-,0.11,1.33,1.78,1.78,1.93,-,0.23,-,0.32,0.88,-
2657.0,1907148799.0,1.5,-,-,-,-,-,-,-,-,-,-,8.75,-,-,-,-,-,-,-,-,-,-
2658.0,1943224406.0,59.93,n.s.,n.s.,n.s.,n.s.,-,4.6,-,2.5,n.s.,-,42.25,n.s.,n.s.,n.s.,n.s.,-,4.45,-,2.08,n.s.,-
2659.0,1941119542.0,1.22,-,32.63,21.17,22.29,-,0.53,-,0.96,1.2,-,2.67,-,-,386.47,386.47,-,0.74,-,-,1.35,-
2660.0,2007549727.0,18.02,-,-,159.95,-,-,35.93,-,-,138.63,-,-,-,-,-,-,-,-,-,-,-,-
2661.0,1907058847.0,0.45,9.94,13.61,13.31,13.31,-,1.77,-,5.18,2.98,-,0.49,17.65,33.59,27.76,27.76,-,1.66,-,5.57,2.69,-
2662.0,1601394855.0,2.56,-,2.56,2.56,n.s.,-,2.38,-,-,-,-,2.44,-,2.44,2.44,n.s.,-,2.26,-,-,-,-
2663.0,1601068745.0,0.03,n.s.,n.s.,n.s.,n.s.,-,0.08,-,0.16,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
2664.0,1943139605.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2665.0,1941535665.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2666.0,253588.0,4.35,-,-,5.85,6.89,-,2.58,-,15.91,3.1,0.1,-,-,-,-,-,-,-,-,-,-,-
2667.0,2007281601.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2668.0,1941702267.0,3.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2669.0,1941344990.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2670.0,2007245614.0,0.37,-,-,1.11,1.31,-,0.46,-,2.87,0.55,-,0.32,-,-,1.5,1.72,-,0.4,-,1.1,0.62,-
2671.0,1907185967.0,0.37,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-
2672.0,1943295569.0,7.53,65.08,67.66,67.66,81.96,-,11.02,-,42.94,14.85,-,1.35,22.49,27.66,27.66,28.46,-,1.87,-,5.48,3.25,-
2673.0,1907074215.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2674.0,1633017526.0,1.16,-,n.s.,483.33,-,-,0.79,-,-,0.91,-,15.9,-,-,429.63,-,-,3.87,-,-,-,-
2675.0,1941376795.0,0.22,n.s.,n.s.,n.s.,n.s.,-,0.11,-,0.14,0.75,-,0.29,-,-,-,-,-,-,-,-,-,-
2676.0,1909506730.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,-,1.2,14999.7,-
2677.0,1943205579.0,2.56,-,10.79,10.79,22.8,-,1.5,-,4.48,2.28,-,24.13,-,43.22,43.22,n.s.,-,3.25,-,14.12,4.31,-
2678.0,1943117843.0,0.67,46.1,46.1,51.17,82.58,-,1.17,-,9.63,1.34,-,2.71,292.27,292.27,169.63,12.24,-,1.44,-,9.76,1.75,-
2679.0,1633047109.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2680.0,1907042059.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2681.0,1000005434.0,1.26,-,15.36,18.28,22.62,-,0.82,-,2.4,1.25,-,1.52,-,6.81,6.79,8.73,-,0.83,-,3.16,1.13,-
2682.0,1943008622.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2683.0,1943267412.0,1.84,-,-,5.01,-,-,2.04,-,-,3.88,-,-,-,-,-,-,-,-,-,-,-,-
2684.0,1941089484.0,1.02,-,-,n.s.,-,-,0.42,-,-,-,-,0.29,-,-,101.94,101.94,-,0.28,-,-,2.32,-
2685.0,1601030148.0,-,-,-,-,-,-,-,-,-,-,-,0.76,-,n.s.,n.s.,n.s.,-,0.75,-,2.6,2.15,-
2686.0,1943096576.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2687.0,1943031123.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2688.0,2007199680.0,0.12,-,-,0.87,-,-,0.12,-,-,0.38,0.58,0.1,-,-,0.89,-,-,0.09,-,-,0.29,0.58
2689.0,1601062408.0,0.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2690.0,1907175556.0,0.01,-,1.23,5.32,5.91,-,0.03,-,0.1,0.23,-,0.01,-,n.s.,n.s.,n.s.,-,0.03,-,0.07,1.28,-
2691.0,1909146665.0,0.42,4.27,41.16,45.64,45.64,-,0.35,-,1.24,0.54,-,0.47,-,n.s.,n.s.,n.s.,-,0.48,-,3.34,0.88,-
2692.0,1943118605.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2693.0,1943008880.0,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2694.0,1943263722.0,0.31,-,-,4.67,-,-,1.6,-,-,-,-,0.87,-,-,210.53,215.25,-,1.26,-,-,1.78,-
2695.0,1633119784.0,0.47,n.s.,n.s.,n.s.,n.s.,n.s.,0.69,1.49,1.35,1.49,-,-,-,-,-,-,-,-,-,-,-,-
2696.0,1941242937.0,0.76,7.3,16.99,20.31,27.75,-,0.91,-,1.69,2.86,-,0.76,8.09,21.28,25.31,31.67,-,1.15,-,2.31,2.62,-
2697.0,1907138862.0,0.58,-,-,125,-,-,1.12,-,-,-,-,0.26,-,7.01,9.71,10.54,-,0.36,-,0.5,1.31,-
2698.0,1943156126.0,27.99,-,n.s.,n.s.,n.s.,-,1.9,-,7.62,2.53,-,4.11,-,-,n.s.,n.s.,-,1.67,-,-,2.43,-
2699.0,1943069498.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2700.0,2007224515.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2701.0,1941400284.0,17.77,27.37,27.37,24.63,26.65,-,0.99,-,7.52,1.18,-,14.14,19.73,19.73,18.95,20.83,-,0.94,-,7.5,1.11,-
2702.0,1943178727.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2703.0,1941278127.0,0.25,-,-,n.s.,-,-,0.22,-,-,0.61,-,0.4,-,-,n.s.,25.57,-,0.11,-,-,0.22,-
2704.0,2008030741.0,0.9,7.47,8.94,n.s.,n.s.,-,0.97,-,3.19,1.4,-,-,-,-,-,-,-,-,-,-,-,-
2705.0,1943281167.0,29.86,236.72,n.s.,n.s.,n.s.,-,9.78,-,291.35,10.75,0.41,-,-,-,-,n.s.,-,0.14,-,0.14,20.26,0.34
2706.0,1943023367.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2707.0,2007372103.0,3.45,-,-,159.02,-,-,1.21,-,-,4.15,-,-,-,-,-,-,-,-,-,-,-,-
2708.0,1907182517.0,0.58,-,30.18,6.43,8.57,-,0.49,-,1.85,0.88,-,-,-,-,-,-,-,-,-,-,-,-
2709.0,2007315563.0,1.71,10.82,17.64,22.05,28.73,-,1.81,-,5.45,3.45,-,1.37,19.66,n.s.,n.s.,n.s.,-,1.23,-,5.23,2.91,-
2710.0,2007136686.0,1.76,-,12.89,12.89,15.99,-,1.65,-,57.37,1.7,-,-,-,-,-,-,-,-,-,-,-,-
2711.0,1907243109.0,0.32,-,n.s.,n.s.,n.s.,-,0.19,-,0.17,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
2712.0,2007628793.0,-,-,-,n.s.,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,n.s.,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,n.s.,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,n.s.,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,n.s.,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,n.s.,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,n.s.,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,n.s.,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2713.0,2007173633.0,13.92,-,-,-,-,-,2.14,-,36.87,-,7.29,-,-,-,-,-,-,-,-,-,-,-
2714.0,2008091108.0,0.13,n.s.,n.s.,n.s.,n.s.,-,0.11,-,0.12,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
2715.0,1943005404.0,0.1,0.83,0.96,1.01,1.29,-,0.22,-,2.42,0.43,-,0.1,1.14,1.3,1.23,1.48,-,0.25,-,0.71,0.38,-
2716.0,1943247771.0,0.5,-,-,9.27,9.89,-,0.37,-,-,0.9,-,0.67,-,-,n.s.,n.s.,-,0.4,-,-,0.9,-
2717.0,1943297586.0,0.69,n.s.,n.s.,n.s.,n.s.,-,0.16,-,0.41,126.68,-,0.12,n.s.,n.s.,n.s.,n.s.,-,0.11,-,0.15,n.s.,-
2718.0,1601210076.0,1.21,-,1.21,1.21,-,-,0.81,-,n.s.,0.81,-,-,-,-,-,-,-,0.81,-,n.s.,0.81,-
2719.0,1941731873.0,83.64,n.s.,n.s.,n.s.,n.s.,-,0.67,-,23.34,0.69,-,-,-,-,-,-,-,-,-,-,-,-
2720.0,1907026905.0,0.64,-,-,-,-,-,-,-,-,-,-,0.64,-,-,-,-,-,-,-,-,-,-
2721.0,1907089304.0,17.93,-,n.s.,n.s.,n.s.,-,0.53,-,31.46,0.99,-,14.72,-,164.22,164.22,164.22,-,0.52,-,32.98,0.99,-
2722.0,1907089754.0,0.1,-,111.72,n.s.,n.s.,-,0.11,-,0.31,0.63,-,1.06,-,-,0.25,-,-,0.14,-,-,-,-
2723.0,1907134825.0,5.31,-,44.26,27.37,31.42,-,2.46,-,13.36,3.05,1.25,-,-,-,-,-,-,-,-,-,-,-
2724.0,1941161314.0,0.12,5.67,7.03,7.02,8.68,-,0.98,-,2.13,1.82,-,0.11,3.53,4.1,4.11,5.08,-,0.88,-,2.44,1.42,-
2725.0,2007130531.0,1.84,-,-,64.35,64.35,-,0.41,-,-,5.3,-,-,-,-,-,-,-,-,-,-,-,-
2726.0,1943044205.0,2.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2727.0,1941516006.0,1.31,-,-,-,-,-,-,-,-,-,-,2.83,-,-,-,-,-,-,-,-,-,-
2728.0,2007659546.0,4.05,-,n.s.,-,-,-,2.78,-,4.05,n.s.,184.24,-,-,-,-,-,-,-,-,-,-,-
2729.0,1601234709.0,0.43,6.36,6.58,8.06,28.58,-,1.11,-,1.16,26.66,-,0.54,n.s.,n.s.,n.s.,n.s.,-,0.38,-,0.62,n.s.,-
2730.0,2007888796.0,0.59,5.43,9.71,9.71,13.56,-,0.95,-,7.36,1.13,-,-,-,-,-,-,-,-,-,-,-,-
2731.0,1909042816.0,0.32,3.46,6.22,10.72,13.1,-,0.29,-,0.58,1.02,-,0.21,1.59,2.16,2.47,2.84,-,0.19,-,0.41,0.7,-
2732.0,1943195642.0,0.35,-,16.99,224.91,116.49,-,0.29,-,0.48,0.7,-,0.57,-,-,2.87,2.97,-,0.47,-,-,0.7,-
2733.0,1943048983.0,7.3,-,n.s.,1360.39,196.55,-,4.45,-,24.91,5.45,-,2.48,-,-,14.45,15.75,-,2.61,-,-,3.13,-
2734.0,76848.0,-,-,-,-,-,-,-,-,-,-,-,8341.95,n.s.,n.s.,19.23,25.65,-,0.34,-,38.92,0.34,0.18
2735.0,1943042595.0,1.57,-,n.s.,n.s.,n.s.,-,0.69,-,0.88,3.11,-,0.82,-,-,7.58,8.72,-,0.7,-,-,1.07,-
2736.0,1909437460.0,0.24,9.11,9.24,8.87,10.07,-,1.78,-,4.22,3.09,-,0.14,3.26,3.28,3.53,4.24,-,1.49,-,2.1,5.13,-
,,0.24,9.11,9.24,8.87,10.07,-,1.78,-,4.22,3.09,-,0.14,3.26,3.28,3.53,4.24,-,1.49,-,2.1,5.13,-
2737.0,1943256244.0,7.4,-,n.s.,n.s.,n.s.,-,4.35,-,3.61,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
2738.0,1943317458.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2739.0,1603007612.0,0.36,3.14,n.s.,n.s.,n.s.,-,0.37,-,0.59,1.71,-,-,-,-,-,-,-,-,-,-,-,-
2740.0,257255.0,0.15,n.s.,n.s.,n.s.,n.s.,-,0.45,-,0.34,n.s.,-,0.18,2.14,3.23,1.11,0.88,-,0.27,-,0.31,2.23,-
2741.0,1943176532.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2742.0,1909646248.0,0.83,-,-,-,-,-,-,-,-,-,-,6.25,-,-,-,-,-,-,-,-,-,-
2743.0,1907021102.0,1.49,-,4.89,4.58,5.83,-,0.57,-,2.03,1.16,-,18.84,-,-,n.s.,n.s.,-,0.83,-,-,2,-
2744.0,2007061748.0,5.35,n.s.,n.s.,n.s.,n.s.,-,2.88,-,2.88,n.s.,-,3.64,n.s.,n.s.,n.s.,n.s.,-,7.93,-,4.57,n.s.,-
2745.0,1943176363.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2746.0,1941179514.0,27.27,-,-,n.s.,-,-,2.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2747.0,95461.0,386.97,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2748.0,1943050709.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2749.0,1941016676.0,0.14,n.s.,n.s.,n.s.,n.s.,-,0.21,-,0.72,0.32,-,0.18,n.s.,n.s.,n.s.,n.s.,-,0.43,-,1.44,0.65,-
2750.0,1907223193.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2751.0,1943350102.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2752.0,2007512471.0,n.s.,-,-,-,-,-,1.93,-,118.63,1.96,1.19,-,-,-,-,-,-,-,-,-,-,-
2753.0,1633006208.0,0.34,-,1.35,1.38,1.85,-,0.41,-,2.83,0.48,-,0.21,-,-,1.16,-,-,n.s.,-,-,-,-
2754.0,1907083749.0,0.67,4.52,4.52,4.5,7.69,-,1.78,-,3.76,3.38,-,0.87,-,-,-,-,-,-,-,-,-,-
2755.0,1907141657.0,42.62,-,n.s.,8.34,8.34,-,0.86,-,2.49,1.32,-,-,-,-,n.s.,n.s.,-,1.19,-,-,n.s.,-
2756.0,2007627577.0,64.52,n.s.,n.s.,n.s.,n.s.,-,3.3,-,147.06,3.38,-,-,-,-,-,-,-,-,-,-,-,-
2757.0,273144.0,0.55,11.62,14.12,12.8,18.4,-,1.6,-,3.15,3.26,-,0.87,6.9,7.27,7.05,10.71,-,2.82,-,n.s.,2.82,-
2758.0,1943204508.0,1.57,-,11.03,9.01,9.67,-,0.73,-,3.01,0.96,-,-,-,-,-,-,-,-,-,-,-,-
2759.0,1941021077.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2760.0,1943255857.0,1.44,-,74.82,74.82,88.62,-,1.21,-,3.86,1.86,-,1.11,-,90.52,90.52,353.82,-,1.43,-,2.06,5.47,-
2761.0,1943257406.0,0.34,-,-,n.s.,-,-,0.57,-,-,1.65,-,0.39,-,-,n.s.,n.s.,-,0.67,-,-,2.84,-
2762.0,1941616372.0,0.2,2.46,2.56,2.56,3.48,-,0.26,-,0.43,0.89,-,0.27,11.44,13.51,13.76,20.35,-,0.28,-,0.39,1.12,-
2763.0,2007060568.0,2.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2764.0,1943308362.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2765.0,1939047874.0,2.42,-,n.s.,n.s.,n.s.,-,0.48,-,2.08,0.62,-,-,-,-,-,-,-,-,-,-,-,-
2766.0,1941200046.0,0.44,-,5.47,6.92,6.92,-,0.48,-,0.87,1.17,-,0.43,-,3.6,4.29,5.71,-,0.43,-,0.78,0.97,-
2767.0,1941037815.0,0.32,131.58,319.15,n.s.,n.s.,-,0.68,-,1.51,1.24,-,0.33,n.s.,n.s.,n.s.,n.s.,-,0.6,-,0.93,1.68,-
2768.0,179981.0,-,-,-,-,-,-,-,-,-,-,-,0.34,-,n.s.,n.s.,n.s.,-,0.4,-,1.05,n.s.,-
,,-,-,-,-,-,-,-,-,-,-,-,0.34,-,n.s.,n.s.,n.s.,-,0.4,-,1.05,n.s.,-
,,-,-,-,-,-,-,-,-,-,-,-,0.34,-,n.s.,n.s.,n.s.,-,0.4,-,1.05,n.s.,-
2769.0,1943342895.0,0.19,-,-,6.46,14.55,-,0.32,-,-,0.87,-,-,-,-,-,-,-,-,-,-,-,-
2770.0,1941049001.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2771.0,260935.0,-,-,n.s.,n.s.,-,-,1.41,-,77.75,1.43,0,-,-,-,-,-,-,-,-,-,-,-
2772.0,81753.0,0.36,n.s.,n.s.,n.s.,-,-,0.85,-,0.69,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
2773.0,1943348276.0,0.79,-,-,-,2.57,-,0.03,0.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2774.0,1943232174.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2775.0,1909280521.0,0.68,6.16,6.71,6.12,6.42,-,0.64,-,2.17,1.07,-,0.9,17.62,25.85,24.22,26.8,-,0.7,-,3.37,1.02,-
2776.0,1941177215.0,0.74,-,n.s.,70.21,24.12,-,0.44,-,0.7,1.93,4.93,1.68,n.s.,n.s.,n.s.,n.s.,-,0.52,-,0.52,n.s.,8.02
2777.0,1909290873.0,3.14,n.s.,n.s.,n.s.,n.s.,-,1.38,-,1.38,n.s.,-,1.21,-,n.s.,n.s.,n.s.,-,1.28,-,1.42,13.41,-
2778.0,1943141499.0,0.68,-,n.s.,n.s.,n.s.,-,0.61,-,2.83,0.78,-,-,-,-,-,-,-,-,-,-,-,-
2779.0,98854.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2780.0,53172.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.18,-,0.18,8.03,-
2781.0,2007213252.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2782.0,1941627097.0,59.09,-,-,n.s.,-,-,1.17,-,-,1.82,-,-,-,-,-,-,-,-,-,-,-,-
2783.0,1941685931.0,11.51,42.66,151.85,160.16,160.16,-,3.59,-,3.21,n.s.,-,11.16,32.67,65.81,82.66,82.66,-,3.95,-,152.98,4.06,-
2784.0,2007014520.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2785.0,1943154791.0,0.21,-,-,-,-,-,-,-,-,-,-,0.19,-,-,-,-,-,-,-,-,-,-
2786.0,1943265271.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2787.0,1907162355.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2788.0,2007178531.0,13.73,-,-,-,-,-,2.12,-,36.38,-,7.2,-,-,-,-,-,-,-,-,-,-,-
