unnamed_0,deal_num,pre_rev_mul_ly,pre_ebitda_mul_ly,pre_ebit_mul_ly,pre_pbt_mul_ly,pre_pat_mul_ly,pre_np_mul_ly,pre_ta_mul_ly,pre_na_mul_ly,pre_cl_mul_ly,pre_eq_mul_ly,pre_cap_mul_ly,post_rev_mul_fy,post_ebitda_mul_fy,post_ebit_mul_fy,post_pbt_mul_fy,post_pat_mul_fy,post_np_mul_fy,post_ta_mul_fy,post_na_mul_fy,post_cl_mul_fy,post_eq_mul_fy,post_cap_mul_fy
30212.0,1941244557.0,5.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30213.0,1941226887.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30214.0,1909615749.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30215.0,1909592752.0,-,-,-,-,-,-,-,-,-,-,-,-,-,0.77,0.77,0.77,-,0.28,-,17.08,0.28,-
30216.0,1909292690.0,1.61,-,7.54,8.28,8.28,-,1.75,-,4.54,2.84,-,-,-,-,-,-,-,-,-,-,-,-
30217.0,1909289872.0,52.61,-,1637.52,1637.52,2014.5,-,99.26,-,102.59,3060.29,-,7.87,-,15.32,15.32,19.14,-,9.39,-,18.66,18.89,-
30218.0,1909058438.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30219.0,1909014405.0,0.42,-,-,3.17,-,-,0.02,-,-,1.09,5.07,-,-,-,-,-,-,-,-,-,-,-
30220.0,1907217732.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30221.0,1907187844.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30222.0,1907168316.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30223.0,1907168307.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30224.0,1907164131.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30225.0,1907154305.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30226.0,1907138238.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30227.0,1907086749.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30228.0,1907038798.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30229.0,1633121499.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30230.0,1633103735.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30231.0,1633101490.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30232.0,1633073672.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30233.0,1633067356.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30234.0,1633057239.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30235.0,1633057230.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30236.0,1601443027.0,6.01,19.01,23.54,23.63,33.04,-,7.65,-,13.66,18.45,-,6.55,n.s.,n.s.,n.s.,n.s.,-,5.74,-,4.41,n.s.,-
30237.0,1601201003.0,7.62,-,n.s.,n.s.,n.s.,-,0.49,-,0.37,n.s.,-,195.16,-,1954.03,n.s.,n.s.,-,0.5,-,2.05,1.96,-
30238.0,1601048279.0,3.05,-,44.49,n.s.,n.s.,-,0.1,-,1.03,5.95,-,3.7,-,n.s.,n.s.,n.s.,-,0.1,-,1.63,4.5,-
30239.0,1000002392.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30240.0,494224.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30241.0,413092.0,1.05,-,11.52,20.11,28.56,-,0.91,-,2.2,1.71,-,0.66,-,4.33,5.02,6.41,-,0.47,-,0.8,1.41,-
30242.0,383673.0,0.67,7.27,9.6,9.05,14.65,-,0.87,-,1.89,1.96,-,0.57,5.19,6.26,5.29,7.45,-,0.78,-,1.97,1.53,-
30243.0,276777.0,0.27,-,7.69,-,-,-,-,1.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30244.0,243445.0,0.4,14.84,31.39,30.16,30.16,-,1.38,-,1.78,6.91,-,0.39,8.46,12.45,11.78,11.78,-,1.29,-,1.84,4.34,-
30245.0,214392.0,-,-,-,-,-,-,-,-,-,-,-,0.32,-,-,-,-,-,-,-,-,-,-
30246.0,212148.0,0.86,6.12,n.s.,n.s.,n.s.,n.s.,1.01,3.8,2.08,3.8,-,-,-,-,-,-,-,-,-,-,-,-
30247.0,185860.0,35.22,n.s.,n.s.,n.s.,-,-,27.03,-,3.48,n.s.,-,22.78,n.s.,n.s.,n.s.,-,-,17.91,-,2.27,n.s.,-
30248.0,121136.0,5.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30249.0,94490.0,1.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30250.0,2007608934.0,7.26,-,n.s.,n.s.,n.s.,-,9.1,-,18.92,25.9,0.13,-,-,-,-,-,-,-,-,-,-,-
30251.0,2007544716.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30252.0,2007489930.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30253.0,1943081577.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30254.0,1941297412.0,15.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30255.0,1907049034.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30256.0,109870.0,-,-,-,-,-,-,-,-,-,-,-,0.01,0.07,0.11,0.09,0.11,-,0.01,-,0.03,0.01,0.01
30257.0,610581.0,1.96,7.36,7.41,7.23,10.89,-,3.33,-,3.99,20.25,-,1.79,9.32,9.43,9.31,13.98,-,3.76,-,6.87,8.31,-
30258.0,1941144841.0,7.45,-,-,154.53,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30259.0,1633071616.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30260.0,1601317841.0,n.s.,-,n.s.,22.76,22.76,-,0.42,-,1.92,0.53,-,-,-,-,-,-,-,-,-,-,-,-
,,n.s.,-,n.s.,22.76,22.76,-,0.42,-,1.92,0.53,-,-,-,-,-,-,-,-,-,-,-,-
30261.0,1601444140.0,0,-,-,-,-,-,0,-,0.01,0,-,-,-,-,-,-,-,-,-,-,-,-
30262.0,1943136826.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30263.0,1943020100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30264.0,2007872822.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30265.0,2007883060.0,14.58,n.s.,n.s.,n.s.,n.s.,-,0.63,-,1.9,0.93,-,-,-,-,-,-,-,-,-,-,-,-
30266.0,2007214478.0,0.7,4.39,4.96,4.96,6.41,-,0.69,-,1.81,1.16,-,-,-,-,-,-,-,-,-,-,-,-
30267.0,1603020260.0,0.55,4.34,4.75,4.88,6.14,6.14,0.65,0.86,2.77,0.86,0.2,638.83,-,7317.47,7317.47,10061.47,10061.47,643.94,-,1412.14,1238.34,-
30268.0,1943003330.0,0.91,-,-,181.82,-,-,1.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30269.0,114957.0,0.46,3,3.67,3.67,3.87,-,0.87,-,2.36,1.89,-,0.38,2.15,2.62,2.62,3.99,-,0.72,-,2.05,1.34,-
30270.0,147210.0,0.07,n.s.,n.s.,n.s.,n.s.,-,0.14,-,0.15,n.s.,-,0.09,2.31,n.s.,91.55,30.52,-,0.15,-,0.16,n.s.,-
30271.0,1943260502.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30272.0,1907096989.0,7.28,-,13.98,13.42,13.74,-,5.33,-,198.54,5.48,-,5.94,-,11.67,10.32,10.56,-,3.66,-,49.38,3.96,-
30273.0,2007320658.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30274.0,1943203312.0,8.52,-,n.s.,n.s.,n.s.,-,2.64,-,53.99,2.77,-,0.24,-,-,6.38,8.59,-,0.25,-,-,2.03,-
30275.0,1943007698.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30276.0,1943208892.0,n.s.,-,-,-,-,-,0.36,-,-,1.18,-,n.s.,-,-,-,-,-,0.33,-,0.48,1.05,-
30277.0,140272.0,0.92,n.s.,n.s.,n.s.,n.s.,-,3.28,-,3.25,n.s.,-,1.12,n.s.,n.s.,n.s.,n.s.,-,3.44,-,3.56,n.s.,-
30278.0,1000002270.0,1.43,-,-,77.42,77.42,-,0.23,0.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30279.0,1909236085.0,1.23,-,8.15,4.61,5.49,-,1.01,-,2.09,1.95,-,-,-,-,-,-,-,-,-,-,-,-
30280.0,1907191718.0,7.79,-,-,438.46,-,-,17.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30281.0,2007743696.0,2.56,-,-,36.13,-,-,0.34,-,-,1.03,-,-,-,-,-,-,-,-,-,-,-,-
30282.0,2007740457.0,2.56,-,-,36.13,-,-,0.34,-,-,1.03,-,-,-,-,-,-,-,-,-,-,-,-
30283.0,1941669975.0,25.85,-,284.19,2.99,3,-,2.83,-,147.08,2.89,-,62.34,-,951.59,14.21,14.26,-,12.33,-,3694.41,12.37,-
30284.0,2007354570.0,3.82,n.s.,n.s.,n.s.,n.s.,-,1.59,-,2.27,14.45,-,-,-,-,-,-,-,-,-,-,-,-
30285.0,61162.0,-,-,-,-,-,-,-,-,-,-,-,0.43,-,-,-,2.76,-,0.22,-,0.75,0.6,0.02
30286.0,1941457527.0,0.75,-,25.72,n.s.,-,-,0.74,-,0.68,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
30287.0,522432.0,101.91,-,n.s.,n.s.,n.s.,-,22.48,-,21.29,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
30288.0,1943314783.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30289.0,1633023529.0,1.03,-,41.25,19.59,19.59,-,0.6,-,2.31,0.87,-,0.58,-,9.53,14.55,15.39,-,0.41,-,0.85,0.83,-
30290.0,136165.0,1.18,3.81,4.16,4.08,6.1,-,1.17,-,5.84,1.51,-,1.33,7.51,8.91,9.67,14.79,-,1.58,-,5.49,2.28,-
30291.0,1000005833.0,0.56,3.72,3.82,61.93,24.66,24.66,0.55,1.66,1.9,1.66,-,0.52,8.4,8.84,n.s.,n.s.,n.s.,0.44,-,0.85,1.07,-
30292.0,1943145188.0,0.55,-,-,n.s.,n.s.,-,0.18,-,0.18,5.74,-,0.31,-,-,0.76,0.74,-,0.19,-,1.57,1.04,-
30293.0,1943334773.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30294.0,1909515188.0,-,-,-,-,-,-,1.85,-,8.13,3.64,-,-,-,-,-,-,-,7.46,-,n.s.,7.46,-
30295.0,582036.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.21,-,-,20.84,-,n.s.,20.84,-
30296.0,1943175358.0,1.29,-,-,-,-,-,-,-,-,-,-,1.43,-,-,-,-,-,-,-,-,-,-
30297.0,1909608561.0,15.4,-,47.28,29.35,29.35,-,1.25,-,1.48,8.14,-,28.45,-,n.s.,n.s.,n.s.,-,1.28,-,1.36,19.97,-
30298.0,2007155743.0,0.32,4.99,5.08,5.25,6.45,-,0.94,-,1.92,1.96,-,-,-,-,-,-,-,-,-,-,-,-
30299.0,1943202174.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30300.0,1943023398.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30301.0,1943328139.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30302.0,1907102261.0,1.39,-,-,14.77,16.94,-,1.24,-,-,2.14,-,6.01,-,10.11,4.27,4.27,-,1.9,-,n.s.,n.s.,-
30303.0,139939.0,-,-,n.s.,n.s.,-,-,3.73,-,3.27,n.s.,-,-,-,-,-,-,-,3.73,-,n.s.,n.s.,-
30304.0,2007342110.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30305.0,1943323722.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30306.0,1603000619.0,1.75,-,16.88,14.43,15.11,-,0.96,-,7.46,1.12,-,-,-,-,-,-,-,-,-,-,-,-
30307.0,488789.0,1.55,31.68,38.67,38.66,58.6,-,13.27,-,23.28,56.08,-,0.6,n.s.,n.s.,n.s.,n.s.,-,5.64,-,2.2,n.s.,-
30308.0,1943023661.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30309.0,1943212414.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30310.0,1907233489.0,0.6,-,n.s.,43.36,n.s.,-,0.97,-,n.s.,1.53,-,0.38,-,-,6.86,7.86,-,0.53,-,-,1.01,-
30311.0,460821.0,0.73,5.11,5.5,5.32,7.66,-,1.61,-,3.95,2.71,-,0.75,n.s.,n.s.,n.s.,n.s.,-,2.1,-,7.9,2.86,-
30312.0,42396.0,0.19,-,-,2.27,-,-,-,0.29,-,0.64,-,-,-,-,-,-,-,-,-,-,-,-
30313.0,1943350433.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30314.0,1907077287.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30315.0,2007602141.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30316.0,1943336363.0,1.81,-,-,8.71,-,-,2.01,-,-,3.15,-,-,-,-,-,-,-,-,-,-,-,-
30317.0,1943231434.0,0.95,-,-,42.86,37.7,-,1.76,-,-,2.43,-,1.94,-,-,391.03,370.12,-,1.72,-,-,6.21,-
30318.0,1943133896.0,0.05,-,5.79,21.72,25.98,-,0.18,-,0.22,1.24,-,0.16,-,-,n.s.,n.s.,-,0.12,-,-,n.s.,-
30319.0,2007692720.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30320.0,1943193828.0,2.4,8.57,8.6,10.67,13.59,13.59,1.22,1.34,15.46,1.34,-,1.3,2.46,2.51,2.45,2.87,2.87,0.74,-,3.87,0.91,-
30321.0,1943227352.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30322.0,61059.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.73,-,-,0.51,-,20.63,0.61,-
30323.0,1633122190.0,34.05,91.12,113.71,34.84,35.76,-,0.61,-,994.14,0.62,-,32.18,183.33,190.42,n.s.,n.s.,-,0.73,-,68.78,0.74,-
30324.0,1601200429.0,0.36,8.94,9.38,9.38,9.3,-,1.02,-,1.75,2.42,-,0.28,n.s.,n.s.,n.s.,n.s.,-,0.97,-,1.21,4.98,-
30325.0,1907078627.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30326.0,1601040767.0,1341.3,-,n.s.,-,20.68,-,2.04,-,1.66,n.s.,-,-,-,n.s.,n.s.,n.s.,-,879.31,-,878.46,n.s.,-
30327.0,425632.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,-,-
30328.0,1943238925.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30329.0,2007791465.0,0.16,3.95,5.98,n.s.,n.s.,-,0.25,-,1.67,42.9,-,-,-,-,-,-,-,-,-,-,-,-
30330.0,375063.0,0.2,1.35,1.87,1.85,2.3,-,0.43,-,0.65,5.44,-,-,-,-,-,-,-,-,-,-,-,-
30331.0,161752.0,0.43,3.74,9.18,16.08,16.08,-,0.49,-,0.92,1.3,-,0.37,3.2,6.3,8.47,9.86,-,0.43,-,0.73,1.23,-
30332.0,2007900713.0,9.78,-,n.s.,238.97,238.97,-,5.53,-,34.46,10.91,-,-,-,-,-,-,-,-,-,-,-,-
30333.0,1941611683.0,0.37,5.07,8.11,8.7,11.52,-,0.45,-,0.78,2.14,-,0.32,4.86,7.79,8.06,10.38,-,0.46,-,0.73,1.77,-
30334.0,1943185906.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30335.0,1943338526.0,2.5,n.s.,n.s.,n.s.,n.s.,-,0.84,-,1.08,4.35,-,2.33,14.39,15.42,22.53,22.53,-,0.61,-,0.75,3.7,-
30336.0,611506.0,0.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30337.0,2007131711.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30338.0,1601351842.0,0.92,3.69,3.71,3.71,4.49,-,0.71,-,4.33,0.85,-,0.89,4.87,4.9,5.76,7.5,-,0.63,-,3.71,0.76,-
30339.0,1943280884.0,159.45,-,n.s.,n.s.,n.s.,-,0.39,-,18.95,0.39,-,0.72,n.s.,n.s.,n.s.,n.s.,-,0.02,-,0.33,1.53,-
30340.0,1907236314.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30341.0,1600001161.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30342.0,1943123361.0,0.83,-,5.04,5.03,5.76,-,0.68,-,1.15,1.68,-,0.7,-,-,6.24,6.77,-,0.57,-,-,1.34,-
30343.0,1907027558.0,18003.37,n.s.,n.s.,n.s.,n.s.,-,3.24,-,5.7,7.81,-,-,-,-,-,-,-,-,-,-,-,-
30344.0,1943276222.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30345.0,1943076585.0,1,-,9.01,8.46,10.59,-,0.9,-,2.16,1.53,-,0.77,-,7.2,6.8,8.88,-,0.77,-,1.84,1.33,-
30346.0,1943086645.0,5.34,-,-,104.67,-,-,8.01,-,-,-,-,2.04,-,-,47.27,55.9,-,1.97,-,-,2.42,-
30347.0,1907250317.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30348.0,1603002027.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30349.0,2007122462.0,4.03,9.24,10.21,10.21,12.59,-,3.54,-,29.76,4.06,-,3.1,10.97,12.01,10.54,14.24,-,2.87,-,28.65,3.21,-
30350.0,1943312009.0,1.36,-,-,9.25,-,-,2.5,-,-,5.59,-,-,-,-,-,-,-,-,-,-,-,-
30351.0,1941024753.0,0.89,n.s.,n.s.,n.s.,n.s.,-,4.23,-,5.78,15.66,-,0.87,16.13,17.7,17.74,18.18,-,3.13,-,4.99,8.41,-
30352.0,1943225575.0,0.69,-,-,4.72,5.49,-,0.58,-,-,0.91,-,0.49,-,-,5.31,4.24,-,0.56,-,-,0.75,-
30353.0,1000006592.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30354.0,560026.0,0.18,n.s.,n.s.,n.s.,n.s.,-,0.11,-,0.16,0.79,-,0.33,n.s.,n.s.,n.s.,n.s.,-,0.1,-,0.13,0.79,-
30355.0,1907146342.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30356.0,1907097701.0,-,-,-,-,-,-,-,-,-,-,-,121.22,n.s.,n.s.,n.s.,n.s.,-,5.12,-,5.65,n.s.,-
30357.0,1941163845.0,1.53,20.37,62.04,83.75,120.79,-,2.05,-,3.86,4.98,-,1.46,15.93,29.92,42.7,59.68,-,1.17,-,8.33,4.6,-
30358.0,1909468902.0,-,-,-,-,-,-,-,-,-,-,-,0.16,-,30.72,9.66,14.25,-,0.26,-,0.32,1.69,0.96
30359.0,447305.0,0.75,n.s.,n.s.,n.s.,n.s.,-,1.06,-,1.8,2.7,-,-,-,-,-,-,-,-,-,-,-,-
30360.0,100916.0,0.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30361.0,1600002398.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30362.0,1941027984.0,0.22,-,n.s.,n.s.,n.s.,-,0.33,-,0.41,1.7,-,0.25,-,n.s.,n.s.,n.s.,-,0.31,-,0.25,n.s.,-
30363.0,1909024009.0,0.15,n.s.,n.s.,3.49,3.62,-,0.27,-,0.36,1.22,-,0.16,19.31,25.11,n.s.,32.38,-,0.26,-,0.47,1.15,-
30364.0,1633045023.0,0.23,-,-,-,13.19,-,0.8,-,1.39,2.02,-,-,-,-,-,-,-,-,-,-,-,-
30365.0,1943304956.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30366.0,1909580762.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30367.0,1943178464.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30368.0,1907169108.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30369.0,1941100220.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30370.0,1943127927.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30371.0,1909253146.0,16.75,-,651.71,651.71,694.33,-,3.36,-,7.08,6.38,-,18.83,-,n.s.,265.34,281.8,-,0.83,-,0.9,9.89,-
30372.0,1943258612.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30373.0,2007397142.0,154.9,n.s.,n.s.,n.s.,n.s.,-,16.62,-,13.45,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
30374.0,1907168397.0,1.85,-,14.24,14.24,18.99,18.99,1.02,51.28,8.59,n.s.,5.15,1.21,-,19.99,19.99,31.01,31.49,1.27,-,5.64,n.s.,2.73
30375.0,2007408440.0,1.37,-,-,n.s.,-,-,1.31,-,-,16.5,-,-,-,-,-,-,-,-,-,-,-,-
30376.0,1907168416.0,30.19,-,-,n.s.,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30377.0,1907247883.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30378.0,1943341109.0,-,-,-,-,-,-,-,-,-,-,-,0.04,0.99,1.3,1.3,1.75,-,0.16,-,0.26,0.67,-
30379.0,1907201032.0,0.59,-,n.s.,n.s.,n.s.,-,0.57,-,1.12,1.14,-,0.73,-,n.s.,n.s.,n.s.,-,0.71,-,1.59,1.28,-
30380.0,2008007722.0,4.25,8.39,8.4,8.36,10.45,-,5.55,-,18.97,7.83,-,-,-,-,-,-,-,-,-,-,-,-
30381.0,1943263586.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30382.0,1909529123.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30383.0,1943157440.0,0.78,-,-,30.08,-,-,11.65,-,-,-,-,0.61,-,-,6.02,14.2,-,0.39,-,-,0.88,-
30384.0,189836.0,1.12,132.58,n.s.,n.s.,n.s.,-,1.18,-,2.23,3.04,-,0.66,9.82,12.02,15.01,21.55,-,0.78,-,1.3,2.37,-
30385.0,1943257866.0,5.63,-,-,139.51,-,-,1.17,-,-,1.55,-,-,-,-,-,-,-,-,-,-,-,-
30386.0,2007359370.0,0.63,-,-,452.77,118084.53,-,0.66,-,-,1.12,-,-,-,-,-,-,-,-,-,-,-,-
30387.0,1907222097.0,3.98,-,49.87,58.23,88.01,-,4.49,-,17.07,6.76,-,3.61,-,15.98,16.51,22.86,-,5.12,-,30.54,6.21,-
30388.0,1943043079.0,1.32,10.89,10.89,10.62,10.9,-,7.44,-,53.65,8.63,-,-,-,-,-,-,-,-,-,-,-,-
30389.0,649819.0,2.41,n.s.,n.s.,n.s.,n.s.,-,3.06,-,6.73,5.6,-,3.44,n.s.,n.s.,n.s.,n.s.,-,9.62,-,10.63,100.9,-
30390.0,1943129319.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30391.0,1943090885.0,1.03,22.25,27.45,82.12,92.96,-,1.52,-,5.22,3.01,-,1.09,24.93,33.89,54.48,94.78,-,1.18,-,5.63,2.93,-
30392.0,1941709865.0,1.68,6.27,6.97,9.19,-,-,3.31,-,7.97,6.93,-,1.7,7.3,8.34,8.27,-,-,2.32,-,5.53,4.03,-
30393.0,1941533772.0,1.81,9.08,38.28,35.45,44.57,-,0.85,-,13.23,0.9,-,1.68,8.01,23.73,23.37,29.28,-,0.81,-,9.96,0.88,-
30394.0,1601059770.0,4.86,23.24,47.19,10.02,10.59,-,2.41,-,20.14,2.74,-,4.54,17.99,29.99,27.69,37.82,-,2.22,-,13.2,2.67,-
30395.0,1907046882.0,7.77,-,-,-,-,-,7.72,-,-,10.51,-,-,-,-,-,-,-,-,-,-,-,-
30396.0,1943303046.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30397.0,1907020248.0,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30398.0,2007423193.0,0.73,3.23,3.32,3.32,4.39,-,0.28,-,0.47,4.67,-,-,-,-,-,-,-,-,-,-,-,-
30399.0,383507.0,-,-,-,-,-,-,-,-,-,-,-,n.s.,-,-,-,-,-,0.63,-,5.1,0.77,0.35
30400.0,1943211665.0,2.26,-,8.44,n.s.,n.s.,-,0.4,-,2.26,2.73,-,3.78,-,38.42,n.s.,n.s.,-,0.44,-,2.27,4.51,-
30401.0,1943299073.0,1.78,-,-,16.67,18.26,-,0.79,-,-,1.68,-,1.99,-,-,12.01,11.78,-,0.67,-,-,1.47,-
30402.0,1941431340.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30403.0,152181.0,-,-,-,-,-,-,-,-,-,-,-,0.49,-,-,-,-,-,-,-,-,-,-
30404.0,1943327824.0,1.76,-,-,20.91,22.35,-,1.73,-,-,2.32,-,-,-,-,-,-,-,-,-,-,-,-
30405.0,1909556230.0,316.14,-,-,n.s.,n.s.,-,0.7,-,-,0.83,-,1792.91,-,n.s.,n.s.,n.s.,-,0.32,-,6.21,0.34,-
