unnamed_0,deal_num,pre_rev_mul_ly,pre_ebitda_mul_ly,pre_ebit_mul_ly,pre_pbt_mul_ly,pre_pat_mul_ly,pre_np_mul_ly,pre_ta_mul_ly,pre_na_mul_ly,pre_cl_mul_ly,pre_eq_mul_ly,pre_cap_mul_ly,post_rev_mul_fy,post_ebitda_mul_fy,post_ebit_mul_fy,post_pbt_mul_fy,post_pat_mul_fy,post_np_mul_fy,post_ta_mul_fy,post_na_mul_fy,post_cl_mul_fy,post_eq_mul_fy,post_cap_mul_fy
9425.0,1907189845.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9426.0,1907158367.0,5.22,-,218.23,187.58,207.57,-,11.03,-,15.11,40.82,-,2.03,-,32.11,31.29,41.72,-,3.68,-,4.67,17.41,-
9427.0,407724.0,6.75,27.08,27.74,17.35,20.83,-,4.27,-,7.71,9.59,-,12.77,n.s.,n.s.,n.s.,n.s.,-,3.31,-,4.5,13.46,-
9428.0,1943074539.0,357.14,-,n.s.,n.s.,n.s.,-,6.25,-,29.98,7.89,-,311.78,-,-,150.06,133.02,-,1.89,-,-,2.59,-
9429.0,72725.0,-,-,-,-,-,-,-,-,-,-,-,0.71,5.7,6.5,6.21,8.94,-,0.9,-,1.74,1.99,-
9430.0,1907131608.0,0.44,-,10.31,1446.38,1446.38,-,0.25,-,0.42,1,-,0.38,-,9.35,649.86,649.86,-,0.28,-,0.44,1.1,-
9431.0,1941041033.0,1.72,13.01,16.44,16.96,22.16,-,2.22,-,9.4,3.82,-,1.65,11.35,11.83,11.87,14.8,-,2.28,-,10.54,2.92,-
9432.0,255936.0,6.62,-,-,18.97,-,-,0.26,-,-,3.41,-,-,-,-,-,-,-,-,-,-,-,-
9433.0,2007931573.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9434.0,1909429413.0,44.72,-,-,45.37,-,-,1.78,-,-,1.78,1.62,-,-,-,-,-,-,-,-,-,0.9,-
9435.0,189571.0,1.48,4.05,5.16,5.31,8.79,9.59,0.68,1.73,1.29,1.92,-,1.22,3.1,3.73,3.78,5.91,6.26,0.63,-,1.37,1.46,-
9436.0,1907249090.0,9.45,-,59.84,70.23,94.82,-,6.59,-,10.81,16.9,-,-,-,-,-,-,-,-,-,-,-,-
9437.0,1000011191.0,-,-,-,-,-,-,-,-,-,-,-,2.94,-,76.8,67.58,49.97,-,3.08,-,9.54,4.66,-
9438.0,559645.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9439.0,1943040143.0,0.98,12.22,12.37,11.82,16,-,1.27,-,5.48,1.66,-,0.99,13.76,13.98,12.44,15.94,-,1.15,-,5.05,1.52,-
9440.0,119759.0,0.63,6.54,8.71,12.7,24.35,-,0.99,-,-,2.37,-,-,-,-,-,-,-,-,-,-,-,-
9441.0,1907221299.0,1.97,-,22.61,25.86,29.56,-,1.73,-,2.46,5.82,-,0.92,-,15.14,10.47,10.65,-,0.79,-,1.23,2.37,-
9442.0,2007235295.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9443.0,1909089928.0,14.67,n.s.,n.s.,n.s.,n.s.,-,0.83,-,12.21,1.36,1.62,4.99,8.13,8.64,1.9,2.06,-,0.71,-,23.07,0.74,1.12
9444.0,1939051206.0,3.64,-,-,14.75,17.07,-,1.94,-,-,2.35,-,1557.68,-,-,n.s.,n.s.,-,5.65,-,-,6.3,-
9445.0,86472.0,0.54,7.64,n.s.,n.s.,n.s.,-,0.79,-,2,4.44,-,0.65,5.44,12.27,13.24,-,-,1.52,-,2.84,3.33,-
9446.0,135013.0,4.04,31.16,46.35,14.75,16.05,-,1.27,-,2.66,9.41,-,-,-,-,-,-,-,-,-,-,-,-
9447.0,2007258676.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9448.0,1907180520.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9449.0,1943255859.0,1.53,9.07,n.s.,n.s.,n.s.,-,1.18,-,4.79,2.42,3.35,1.49,n.s.,n.s.,n.s.,n.s.,-,1.49,-,2.29,5.54,2.27
9450.0,2007138503.0,0.23,-,-,12.44,12.44,-,0.58,-,-,2.92,-,0.17,-,-,15.15,20.15,-,0.64,-,-,2.05,-
9451.0,1943227384.0,702,-,-,n.s.,n.s.,-,0.64,-,-,2.95,-,293.42,-,-,n.s.,n.s.,-,0.58,-,-,2.24,-
9452.0,2007756095.0,5.52,-,24.74,23.52,26.1,-,2.99,-,7.5,4.98,-,-,-,-,-,-,-,-,-,-,-,-
9453.0,1943092193.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9454.0,1941465346.0,-,-,-,-,-,-,2.23,-,538.38,5.88,-,-,n.s.,n.s.,n.s.,n.s.,-,2.17,-,570.42,3.2,-
9455.0,590292.0,1.19,9.53,11.51,17.48,29.07,37.75,0.85,1.92,1.91,2.2,1.4,1.01,9.05,11.58,9.68,13.14,15.6,0.79,-,1.74,2.28,1
9456.0,1907170312.0,-,-,-,-,-,-,-,-,-,-,-,3.58,-,-,15.02,17.8,-,0.8,-,16.79,1.56,-
9457.0,607335.0,1.13,-,6.34,5.9,9.21,-,3.33,-,7.13,39.83,-,-,-,-,-,-,-,-,-,-,-,-
9458.0,2007750496.0,7.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9459.0,2007706580.0,1.35,n.s.,n.s.,n.s.,n.s.,n.s.,0.68,1.33,2.82,1.33,1.78,-,-,-,-,-,-,-,-,-,1.03,-
9460.0,2007487472.0,7.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9461.0,1941526918.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9462.0,1909019126.0,0.39,-,-,-,-,-,-,-,-,-,-,0.39,-,-,-,-,-,-,-,-,-,-
9463.0,1601257093.0,8.65,-,26.85,30.65,38.99,-,3.53,-,32.7,5.12,-,5.36,-,11.74,12.23,14.55,-,1.17,-,26.08,6.01,-
9464.0,194174.0,0.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9465.0,107635.0,7.74,n.s.,n.s.,n.s.,n.s.,n.s.,1.86,2.13,16.59,2.13,-,-,-,-,-,-,-,-,-,-,-,-
9466.0,97233.0,16.86,n.s.,n.s.,n.s.,n.s.,n.s.,5.28,9.13,26.94,9.13,-,-,-,-,-,-,-,-,-,-,-,-
9467.0,72193.0,3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9468.0,40312.0,0.5,n.s.,n.s.,-,n.s.,-,0.32,-,-,0.84,-,-,-,-,-,-,-,-,-,-,-,-
9469.0,2007899413.0,3.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9470.0,2007788291.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9471.0,1909134559.0,0.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9472.0,182083.0,0.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9473.0,110434.0,0.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9474.0,1909141989.0,1.53,38.39,n.s.,675.68,143.02,143.02,1.41,1.86,5.77,1.86,1.04,-,-,-,-,-,-,-,-,-,-,-
9475.0,1941239091.0,1.61,6.61,7.28,9.24,11.99,13.54,0.88,2.51,11.93,2.77,1.23,1.61,10.2,12.18,20.44,25.83,34.18,0.88,-,8.35,2.86,1.55
9476.0,2007557584.0,2.66,19.54,31.57,30.69,42.77,42.79,1.44,2.26,4.25,2.26,1.55,-,-,-,-,-,-,-,-,-,0.21,-
9477.0,1907096783.0,4.61,-,-,19.67,22.96,-,3.2,-,-,5.25,-,-,-,-,-,-,-,-,-,-,-,-
9478.0,1601472126.0,3.45,99.75,164.21,474.9,1058.65,-,3.68,-,4.9,26.17,-,3.15,97.22,176.08,1739.63,5356.69,-,3.32,-,3.86,26.04,-
9479.0,1943177779.0,n.s.,-,-,-,-,-,0.91,-,1.68,2,2.99,n.s.,-,-,189.96,189.96,-,0.87,-,1.57,1.95,2.81
9480.0,1601165772.0,1.73,9.79,19.41,17.18,16.98,-,1.41,-,1.46,n.s.,-,1.31,372.59,n.s.,n.s.,n.s.,-,1.53,-,4.77,2.67,-
9481.0,1939046742.0,0.25,n.s.,n.s.,n.s.,n.s.,n.s.,0.45,2.84,0.73,2.84,2.48,-,-,-,-,-,-,-,-,-,1.08,-
9482.0,1939045656.0,0.25,n.s.,n.s.,n.s.,n.s.,n.s.,0.45,2.84,0.73,2.84,2.48,-,-,-,-,-,-,-,-,-,-,-
9483.0,1907227892.0,1.54,15.41,22.67,24.11,29.15,28.99,1.98,3.69,5.35,3.69,2.55,1.57,15.37,22.6,23.53,29.38,28.35,1.95,-,6.39,3.36,1.93
9484.0,1943209100.0,0.32,-,-,44.05,-,-,1.06,-,-,-,-,0.19,-,-,9.93,11.73,-,0.23,-,-,1.02,-
9485.0,1907009864.0,0.91,-,9.3,14,22.61,-,0.53,-,0.98,1.17,-,0.74,-,4.58,13.58,14.63,-,0.45,-,0.76,1.09,-
9486.0,1907162265.0,1.39,-,35.51,70.99,70.99,-,0.47,-,0.9,1.01,-,0.61,-,-,1.82,2.4,-,0.39,-,-,0.7,-
9487.0,1601161272.0,0.79,9.17,11.67,9.8,13.63,-,1.56,-,2.68,3.74,-,0.6,7.42,8.56,9.11,12.73,-,1.31,-,2.58,2.89,-
9488.0,1943349129.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9489.0,1943242382.0,1.25,-,23.17,22.51,26.47,-,0.58,-,1.72,1.05,-,0.88,-,8.17,7.54,8.13,-,0.39,-,1.32,0.62,-
9490.0,1943230983.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9491.0,1943299201.0,3.38,13.89,26.7,34.26,41.48,-,3.02,-,7.8,7.65,3.12,-,-,-,-,-,-,-,-,-,0,-
9492.0,123568.0,0.88,12.78,15.8,13.5,13.5,13.5,4.22,6.21,13.19,6.21,-,-,-,-,-,-,-,-,-,-,-,-
9493.0,2007042389.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9494.0,1909321419.0,1.03,-,-,-,17.2,-,1.85,-,-,4.12,1.92,1.36,15.22,15.35,15.66,17.66,-,2.26,-,10.92,2.91,2.67
9495.0,1909458780.0,3.7,65.71,79.13,39.11,41.7,-,0.61,-,3.75,0.74,-,4.08,23.51,31.55,29.79,52.87,-,0.63,-,15.53,0.77,-
9496.0,1943036607.0,0.45,-,21.76,16.27,17.44,-,0.39,-,0.56,1.62,-,-,-,-,-,-,-,0.39,-,n.s.,n.s.,-
9497.0,323715.0,1.7,22.85,24.07,n.s.,n.s.,-,0.34,-,5,2.55,-,16.73,n.s.,n.s.,n.s.,n.s.,-,0.3,-,2.33,2.97,-
9498.0,361643.0,0.73,11.38,13.29,13.78,20.23,-,1.73,-,3.83,4.14,-,0.68,31.83,57.51,61.53,81.13,-,1.55,-,3.05,3.93,-
9499.0,2007186488.0,1.4,26.16,64.07,2.93,3.4,-,0.66,-,2.99,0.92,1.97,1.5,-,-,-,-,-,-,-,-,-,1.24
9500.0,1943061386.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9501.0,1943061384.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9502.0,522167.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9503.0,1943247172.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9504.0,1943263697.0,3.39,-,-,n.s.,n.s.,-,6.9,-,42.71,38.27,-,3.41,-,-,n.s.,n.s.,-,4.69,-,25.54,12.92,-
9505.0,1941728502.0,1.94,56.24,n.s.,n.s.,n.s.,-,1.97,-,7.33,78.79,-,1.39,41.74,n.s.,175.3,205.72,-,1.85,-,8.08,5.13,-
9506.0,170632.0,5.16,-,-,-,14.52,-,3.93,-,12.72,9.09,-,-,-,-,-,-,-,-,-,-,-,-
9507.0,100836.0,0.26,2.59,4.94,6.7,9.05,-,0.35,-,0.82,1.22,-,0.28,3.29,7.53,15.03,10.11,-,0.36,-,1.05,1.37,-
9508.0,402437.0,96.71,-,-,111.63,-,-,10.94,-,-,14.22,-,-,-,-,-,-,-,-,-,-,-,-
9509.0,457771.0,1.69,n.s.,n.s.,n.s.,n.s.,-,1.99,-,5.76,5.73,-,1.5,21.06,n.s.,n.s.,n.s.,-,2.26,-,23.1,8.25,-
9510.0,1907139394.0,12.77,-,-,33.36,35.45,-,5.39,-,-,5.63,-,-,-,-,-,-,-,-,-,-,-,-
9511.0,1941479090.0,0.87,8.78,16.13,n.s.,n.s.,-,0.67,-,2.68,1.95,-,0.75,4.26,5.47,7.93,7.93,-,0.63,-,2.55,1.45,-
9512.0,1943198040.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9513.0,2007904398.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9514.0,1907161817.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9515.0,1909214939.0,1.88,16.95,32.09,25.64,23.87,-,2.4,-,6.56,4.3,-,1.39,7.12,9,10.14,13.22,-,1.97,-,5.84,3.43,-
9516.0,1943115915.0,1.33,-,-,14.05,14.02,-,1.87,-,-,2.55,-,0.56,-,-,4.69,4.92,-,1.13,-,-,1.58,-
9517.0,1601162864.0,2.91,-,-,-,-,-,-,-,-,-,-,4.63,-,-,-,-,-,-,-,-,-,-
9518.0,2007859920.0,16.29,n.s.,n.s.,n.s.,n.s.,-,0.52,-,8.54,0.86,1.51,-,-,-,-,-,-,-,-,-,-,-
9519.0,139408.0,2.61,3.43,5.68,6.73,11.02,11.02,0.62,1.19,10.65,1.19,-,-,-,-,-,-,-,-,-,-,-,-
9520.0,1909508458.0,55000000,n.s.,n.s.,n.s.,n.s.,-,3.74,-,881.8,14.44,-,n.s.,n.s.,n.s.,n.s.,n.s.,-,3.58,-,75.94,3.76,-
9521.0,1943266582.0,2.68,-,-,6.39,-,-,0.38,-,-,1.53,-,-,-,-,-,-,-,-,-,-,-,-
9522.0,146484.0,5.45,12.32,12.73,6.74,9.59,-,1.08,-,16.34,1.22,-,6.61,19.11,20.21,10.09,14.74,-,0.97,-,6.29,1.18,-
9523.0,330691.0,12.37,244.53,268,301.72,494.47,-,34.18,-,113.29,109.48,-,-,-,-,-,-,-,-,-,-,-,-
9524.0,2007083204.0,1,-,8.09,8.04,11.3,-,0.3,-,1.12,0.91,-,-,-,-,-,-,-,-,-,-,-,-
9525.0,1907249725.0,2.11,-,9.39,51.18,73.18,-,0.37,-,0.46,2.01,-,1.9,-,-,6.47,8.64,-,0.37,-,-,1.52,-
9526.0,1943194945.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9527.0,1601357585.0,-,-,-,-,-,-,-,-,-,-,-,0.96,-,10.05,13.01,19.82,-,0.99,-,5.03,1.97,-
9528.0,179860.0,-,-,-,-,-,-,-,-,-,-,-,4.99,-,-,-,-,-,-,-,-,-,-
9529.0,1943176556.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9530.0,1633033077.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9531.0,1909302284.0,120164.13,-,n.s.,6856.65,6856.65,-,87.44,-,1681.62,92.24,-,-,-,-,-,-,-,-,-,-,-,-
9532.0,2007114184.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9533.0,2007156686.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9534.0,141520.0,2.36,11.27,69.93,66.83,154.46,-,0.74,-,2.19,1.24,0.86,2.28,10.07,74.62,135.11,334.54,-,0.59,-,1.05,1.57,0.91
9535.0,1907060971.0,4.93,67.1,74.92,91.3,136.42,-,5.97,-,22.34,8.14,0.02,4.03,42.99,46.03,47.59,64.27,-,5.94,-,23.38,8,-
9536.0,647734.0,0.6,14.18,17.92,34.14,49.15,-,0.9,-,1.96,2.28,-,-,-,-,-,-,-,-,-,-,-,-
9537.0,1633023017.0,0.61,1.79,4.34,12.11,31.46,31.04,0.33,3.58,1.21,3.58,5.6,0.61,1.88,5.24,22.68,20.52,19.45,0.33,-,1.27,3.06,3.27
9538.0,1943151709.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9539.0,196569.0,0.55,14.04,24.22,22.5,17.24,-,2.52,-,4.07,n.s.,-,0.18,11.93,20.13,19.64,26.31,-,2.74,-,3.62,n.s.,-
,,0.55,14.04,24.22,22.5,17.24,-,2.52,-,4.07,n.s.,-,0.18,11.93,20.13,19.64,26.31,-,2.74,-,3.62,n.s.,-
9540.0,79364.0,-,-,-,-,-,-,-,-,-,-,-,n.s.,-,n.s.,2.29,2.29,-,1.31,-,1599.55,1.31,-
9541.0,1943138277.0,2.62,17.19,18.52,64.87,414.99,-,1.53,-,3.29,3.67,-,-,-,-,-,-,-,-,-,-,-,-
9542.0,1633113128.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9543.0,1941181767.0,6.8,25.69,42.88,41.27,53,-,4.84,-,22.64,6.28,-,5.46,26.77,73.36,70.32,95.85,-,4.79,-,18.23,6.78,-
9544.0,1943234338.0,1.46,8.69,n.s.,n.s.,n.s.,-,1.13,-,4.59,2.32,3.21,1.43,n.s.,n.s.,n.s.,n.s.,-,1.43,-,2.2,5.31,2.18
9545.0,1907115494.0,1.62,-,9.15,9.01,10.44,-,1.49,-,3.11,2.86,-,3.44,-,n.s.,n.s.,n.s.,-,1.87,-,3.53,3.96,-
9546.0,1941015020.0,15.91,-,-,20.63,-,-,1.12,-,-,1.48,-,-,-,-,-,-,-,-,-,-,-,-
9547.0,2007394548.0,1460.79,-,-,n.s.,n.s.,-,1.5,-,-,43.36,-,-,-,-,-,-,-,-,-,-,-,-
9548.0,1907088278.0,1.82,-,17.54,n.s.,n.s.,-,0.71,-,1.46,1.63,1.38,-,-,-,-,-,-,-,-,-,0.12,-
9549.0,2007127427.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9550.0,1943354781.0,0.51,-,0.78,0.77,0.9,-,0.2,-,0.48,0.33,-,-,-,-,-,-,-,-,-,-,-,-
9551.0,1907077394.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9552.0,1943352914.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9553.0,1943177475.0,2.76,17.3,27.89,28.92,45.01,-,3.41,-,12.45,5.06,1.19,3.42,30.42,111.03,112.2,124.47,-,3.58,-,16.06,4.92,2.12
9554.0,1909094479.0,0.04,n.s.,n.s.,n.s.,n.s.,-,0.4,-,0.49,3.29,-,0.05,n.s.,n.s.,n.s.,n.s.,-,0.69,-,0.96,4.55,-
9555.0,1939000320.0,11.72,-,n.s.,84.76,84.67,-,13.58,-,14.87,157.44,-,9.08,-,1243.74,449.61,621.87,-,3.41,-,8.24,5.81,-
9556.0,2007728339.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9557.0,1909601167.0,73.79,-,-,-,-,-,-,-,-,-,-,85.6,-,-,-,-,-,-,-,-,-,-
9558.0,1909168578.0,-,-,-,-,-,-,-,-,-,-,-,262.88,n.s.,n.s.,n.s.,n.s.,-,0.46,-,1.56,0.68,2.47
9559.0,1000008464.0,-,-,-,-,-,-,-,-,-,-,0.23,22.25,n.s.,n.s.,6.1,6.22,6.22,1.1,-,15.94,1.19,1.15
9560.0,1943058221.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9561.0,2007405895.0,-,-,-,-,-,-,-,-,-,-,-,1155.84,-,n.s.,n.s.,n.s.,-,0.87,-,640.29,0.89,-
9562.0,1943221653.0,20.43,n.s.,n.s.,n.s.,n.s.,-,0.92,-,59.14,1.07,-,9.46,n.s.,n.s.,n.s.,n.s.,-,0.96,-,46.18,1.11,-
9563.0,1633122185.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9564.0,2008020932.0,3.73,-,-,n.s.,-,-,0.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9565.0,1941610754.0,3.51,11.31,11.8,13.15,12.74,-,4.32,-,19.53,67.73,-,3.27,11.27,11.72,11.11,11.11,-,4.19,-,10.32,10.6,-
9566.0,1907251239.0,0.56,-,5.91,7.04,6.88,-,1.37,-,2.28,3.43,-,-,-,-,-,-,-,-,-,-,-,-
9567.0,125551.0,52.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9568.0,103169.0,2.98,-,2.98,-,24.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9569.0,1909251173.0,0.65,7.26,7.48,7.52,11.14,-,2.23,-,3.23,7.64,-,0.65,8.39,8.72,8.77,12.45,-,2.04,-,3.54,4.97,-
9570.0,1907230036.0,18.15,-,n.s.,524.45,701.38,-,1.1,-,99.57,1.11,-,18.8,-,2032.52,215.26,287.15,-,1.1,-,121.65,1.11,-
9571.0,2007675901.0,10.75,-,-,142.86,142.86,-,1.43,-,-,1.48,-,-,-,-,-,-,-,-,-,-,-,-
9572.0,1907246098.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9573.0,1943299639.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9574.0,394907.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,n.s.,-,0.87,-,1.18,3.27,-
9575.0,536497.0,0.67,-,n.s.,n.s.,n.s.,-,0.35,-,1.85,1.03,-,0.57,-,n.s.,6.22,8.74,-,0.36,-,0.6,0.92,-
9576.0,2007241136.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9577.0,335125.0,0.7,7.86,13.29,15.36,18.13,21.57,0.6,1.16,1.75,1.23,-,-,-,-,-,-,-,-,-,-,-,-
9578.0,550967.0,-,-,-,-,-,-,-,-,-,-,-,1.02,15.27,58.3,70.86,88.53,-,1.63,-,5.7,2.32,-
9579.0,1907096891.0,0.49,6.13,6.21,6.15,7.8,-,0.47,-,1.85,1.47,-,-,-,-,-,-,-,-,-,-,-,-
9580.0,542636.0,-,-,-,-,-,-,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-
9581.0,1909654817.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9582.0,1943073300.0,19.51,-,199.52,205.04,268.5,-,32.22,-,47.36,100.79,-,3.66,-,-,25.86,31.57,-,5.36,-,7.87,16.77,-
9583.0,1907122361.0,1.57,-,-,12.16,16.67,-,0.66,-,-,5.47,-,-,-,-,-,-,-,-,-,-,-,-
9584.0,1943302446.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9585.0,1907220299.0,0.84,8.18,8.26,6.54,7.67,-,0.53,-,0.91,1.3,-,-,-,-,-,-,-,-,-,-,-,-
9586.0,2007194277.0,1.05,64.48,n.s.,79.12,341.75,-,0.77,-,2.75,1.22,2.13,1.15,-,-,-,-,-,-,-,-,0.01,2.02
9587.0,1943298240.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9588.0,1909142383.0,0.58,-,10.43,14.02,20.3,-,0.43,-,1.75,0.73,-,0.68,-,89.15,n.s.,n.s.,-,0.44,-,1.96,0.71,-
9589.0,1943163026.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9590.0,1941694741.0,0.77,-,-,n.s.,-,-,0.13,-,-,0.7,1.22,0.82,-,-,n.s.,-,-,0.14,-,-,0.95,1.93
9591.0,1907127264.0,3.21,6.6,6.79,6.39,9.16,-,2.09,-,3.73,7.14,-,-,-,-,-,-,-,-,-,-,-,-
9592.0,1601217951.0,1.82,33.46,n.s.,n.s.,n.s.,-,1.61,-,4.32,3.14,-,1.75,25.31,n.s.,n.s.,n.s.,-,2.41,-,3.85,17.85,-
9593.0,1941623156.0,1.58,9.81,9.92,7.82,7.37,7.37,1.16,1.63,6.26,1.63,6.46,1.27,4.77,5.44,6.33,9.19,9.19,1.29,-,8.58,1.75,0.97
9594.0,1939047166.0,2.76,28.32,35.79,35.5,51.44,-,4.57,-,11.07,12.63,-,2.79,37.84,207.29,183.2,n.s.,-,4.5,-,9.91,12.86,-
9595.0,1941429647.0,61.68,n.s.,n.s.,n.s.,168.1,-,1.64,-,39.08,11.79,-,82.24,n.s.,n.s.,856.16,115.16,-,1.55,-,86.08,10.69,-
9596.0,1907130816.0,3.91,-,-,38.71,51.8,-,11.19,-,-,44.89,-,-,-,-,-,-,-,-,-,-,-,-
9597.0,1601426150.0,3.11,4.57,6.59,9.77,14.43,-,0.54,-,15.11,3.57,-,3.09,4.48,6.56,7.76,10.45,-,0.57,-,15.87,8.44,-
9598.0,1907105487.0,16.11,-,-,6.91,8.08,-,0.82,-,82.1,3.27,-,11.29,-,-,27.4,36.74,-,0.78,-,42.65,9.58,-
9599.0,1943257434.0,1.6,-,-,n.s.,n.s.,-,0.98,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
9600.0,1633011554.0,3.41,-,-,14.59,14.01,-,1.2,-,16.18,1.31,-,2.42,-,-,688.44,691.92,-,2.11,-,8.57,2.84,-
9601.0,1603011205.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9602.0,2007013465.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9603.0,120191.0,1.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9604.0,2007020277.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9605.0,44343.0,5.15,109.99,n.s.,243.92,339.91,-,5.64,-,6.13,147.58,-,4.09,139.9,n.s.,200.76,311.77,-,5.33,-,5.77,100.16,-
